ν	LD-Alanina No Magnetizada Irradiada Petri	LD-Alanina Magnetizada Irradiada Petri	LD-Alanina  No Magnetizada Petri	LD-Alanina  Magnetizada Petri	L-Alanina No Magnetizada Irradiada Petri	L-Alanina Magnetizada Petri	L-Alanina Magnetizada Irradiada Petri	L-Alanina  No Magnetizada Petri	D-Alanina No Magnetizada Irradiada Petri	D-Alanina Magnetizada Irradiada Petri	D-Alanina  No Magnetizada Petri	D-Alanina  Magnetizada Petri
1283.0	98.137191	65.521733	73.1712	78.763364	70.156681	53.189252	76.007196	93.928214	75.154763	80.165919	82.106329	70.301344
1282.0	98.192697	66.288088	73.835334	79.289152	70.872701	53.478151	76.597445	94.07711	75.843963	80.75299	82.711255	70.476042
1281.0	98.253806	67.034986	74.466383	79.793343	71.555858	53.761414	77.166058	94.216748	76.507995	81.317054	83.285376	70.654687
1280.0	98.321574	67.759303	75.062043	80.272394	72.20929	54.039883	77.714371	94.354333	77.144758	81.855076	83.826301	70.839919
1279.0	98.390475	68.462082	75.623009	80.721996	72.835485	54.319272	78.242735	94.491169	77.749409	82.364872	84.330352	71.027165
1278.0	98.452381	69.142518	76.154835	81.144664	73.436944	54.595446	78.749595	94.625396	78.321038	82.847419	84.80276	71.206892
1277.0	98.50506	69.796597	76.660471	81.545582	74.013174	54.858445	79.232655	94.756848	78.864042	83.305668	85.254267	71.375372
1276.0	98.554736	70.426085	77.140464	81.928431	74.562975	55.109045	79.693147	94.88607	79.384257	83.743741	85.690109	71.53957
1275.0	98.609371	71.039989	77.601844	82.297835	75.090229	55.356949	80.137291	95.012301	79.884574	84.167731	86.108519	71.709204
1274.0	98.672163	71.641579	78.055894	82.658169	75.60095	55.605518	80.571798	95.136298	80.364086	84.583868	86.508207	71.887881
1273.0	98.742885	72.222369	78.503357	83.007011	76.093944	55.851976	80.998692	95.261827	80.821583	84.993151	86.890836	72.073714
1272.0	98.82122	72.775144	78.931208	83.337183	76.562021	56.099133	81.415429	95.390032	81.259562	85.389759	87.258112	72.263833
1271.0	98.9044	73.304316	79.32812	83.647891	77.003955	56.351626	81.818387	95.514532	81.682432	85.766922	87.61198	72.454684
1270.0	98.983696	73.815124	79.6944	83.945269	77.426569	56.602417	82.204297	95.626534	82.088941	86.122171	87.954308	72.641205
1269.0	99.0486	74.301007	80.03365	84.228963	77.832349	56.837878	82.569485	95.723819	82.469714	86.455179	88.28058	72.819461
1268.0	99.095581	74.75329	80.345773	84.488832	78.214932	57.055484	82.911169	95.811485	82.817256	86.764997	88.579165	72.988708
1267.0	99.130135	75.178051	80.633441	84.72051	78.571034	57.264185	83.230739	95.895423	83.136918	87.05324	88.844796	73.14971
1266.0	99.159888	75.591216	80.904275	84.934112	78.906629	57.469215	83.533495	95.97794	83.442145	87.325268	89.087708	73.303184
1265.0	99.188069	75.99927	81.16044	85.140486	79.225999	57.668397	83.82394	96.058092	83.739414	87.583346	89.320519	73.450736
1264.0	99.214854	76.395876	81.396451	85.338112	79.525316	57.86135	84.103425	96.13399	84.024622	87.823954	89.542633	73.595697
1263.0	99.242796	76.775756	81.612347	85.520537	79.80375	58.04972	84.372627	96.205516	84.293763	88.047736	89.747393	73.742084
1262.0	99.277633	77.139977	81.81715	85.687063	80.069857	58.229389	84.632519	96.275453	84.548097	88.266014	89.937014	73.892627
1261.0	99.322473	77.486979	82.013357	85.837937	80.328166	58.394484	84.881453	96.346586	84.787286	88.488918	90.118388	74.046368
1260.0	99.372693	77.809616	82.189744	85.967241	80.569305	58.548501	85.115412	96.417913	85.00739	88.711039	90.290074	74.196783
1259.0	99.418634	78.103403	82.335159	86.068741	80.783216	58.701066	85.334054	96.486248	85.209585	88.917478	90.445922	74.334958
1258.0	99.45439	78.368398	82.445777	86.141235	80.973676	58.855337	85.543056	96.551601	85.401619	89.101174	90.587037	74.458483
1257.0	99.483243	78.600431	82.510634	86.179912	81.150392	59.00798	85.747952	96.616995	85.586403	89.266289	90.717844	74.575768
1256.0	99.513676	78.787662	82.502851	86.169008	81.31521	59.158444	85.949108	96.683029	85.75827	89.418251	90.835927	74.698872
1255.0	99.550742	78.914521	82.393092	86.088491	81.464717	59.307238	86.143938	96.74684	85.913856	89.558813	90.936673	74.832727
1254.0	99.591733	78.95816	82.159006	85.919559	81.596992	59.447925	86.328225	96.806564	86.055335	89.687159	91.020911	74.972609
1253.0	99.629027	78.882376	81.775344	85.639414	81.705638	59.57241	86.492236	96.861882	86.176937	89.79706	91.085454	75.109692
1252.0	99.655519	78.653633	81.215183	85.225185	81.77481	59.682795	86.621762	96.909493	86.25982	89.875612	91.113263	75.236274
1251.0	99.667878	78.275545	80.480679	84.677215	81.789638	59.787515	86.707952	96.943416	86.288589	89.912063	91.086339	75.347908
1250.0	99.66719	77.801359	79.627082	84.034677	81.743275	59.887801	86.750431	96.961158	86.261688	89.903262	91.001333	75.444987
1249.0	99.657979	77.306438	78.747683	83.363287	81.622676	59.978609	86.744906	96.964004	86.174251	89.841541	90.856977	75.532227
1248.0	99.646177	76.850485	77.938888	82.732514	81.393309	60.060761	86.672702	96.949273	85.998706	89.701619	90.631258	75.614598
1247.0	99.636581	76.45358	77.266166	82.19495	81.004541	60.140802	86.50583	96.907499	85.690572	89.447357	90.28391	75.694954
1246.0	99.630578	76.08175	76.727761	81.758607	80.39851	60.220082	86.211006	96.828355	85.201854	89.043082	89.772032	75.776303
1245.0	99.624608	75.6489	76.238626	81.367307	79.500367	60.294763	85.736663	96.701722	84.475911	88.443826	89.044199	75.862138
1244.0	99.610124	75.05157	75.671515	80.924604	78.206334	60.365645	85.001844	96.509029	83.43857	87.577842	88.025064	75.951302
1243.0	99.577042	74.222	74.936068	80.354202	76.396004	60.436894	83.912188	96.219405	82.012143	86.354497	86.627576	76.03535
1242.0	99.520653	73.161665	74.029631	79.645148	73.968276	60.505751	82.395088	95.80093	80.145956	84.699983	84.790846	76.10488
1241.0	99.446683	71.944191	73.032451	78.854162	70.900714	60.564863	80.436864	95.239556	77.852	82.604687	82.522786	76.157512
1240.0	99.368778	70.705844	72.081146	78.087181	67.338169	60.615052	78.127032	94.556653	75.253569	80.178292	79.951519	76.198041
1239.0	99.300281	69.619592	71.338997	77.475244	63.653981	60.665401	75.695754	93.820405	72.620046	77.686733	77.364913	76.233413
1238.0	99.248754	68.838904	70.946272	77.132997	60.383255	60.720613	73.48782	93.138439	70.321877	75.509589	75.165629	76.269264
1237.0	99.218794	68.448675	70.969243	77.115707	58.041702	60.778133	71.857792	92.624152	68.710492	74.013458	73.729663	76.308132
1236.0	99.21781	68.466479	71.391136	77.411669	56.958741	60.837414	71.048672	92.353478	68.008276	73.421883	73.263312	76.348637
1235.0	99.25467	68.865089	72.137749	77.96539	57.187807	60.902146	71.111458	92.337176	68.250607	73.745406	73.739236	76.388761
1234.0	99.331096	69.575815	73.103462	78.699972	58.502466	60.974179	71.899636	92.524919	69.283634	74.795887	74.931788	76.431868
1233.0	99.437289	70.493406	74.174224	79.531347	60.507574	61.055301	73.155845	92.839262	70.836025	76.287248	76.53371	76.487056
1232.0	99.558838	71.507805	75.255129	80.383961	62.813238	61.154158	74.63268	93.212933	72.632085	77.958599	78.27885	76.562439
1231.0	99.687806	72.538726	76.290271	81.206496	65.146081	61.281305	76.157785	93.60548	74.467664	79.63629	79.997492	76.661151
1230.0	99.825654	73.542327	77.258566	81.975943	67.354662	61.437578	77.630575	94.000868	76.221324	81.226606	81.605778	76.784214
1229.0	99.974675	74.496385	78.152953	82.687276	69.366689	61.615632	78.997579	94.396373	77.831848	82.684315	83.071012	76.931692
1228.0	100.128353	75.388487	78.968977	83.341969	71.154467	61.810581	80.233804	94.78888	79.273664	83.988811	84.382314	77.098452
1227.0	100.273604	76.215444	79.711967	83.946391	72.719644	62.020583	81.33121	95.168495	80.543722	85.135463	85.540685	77.274978
1226.0	100.40333	76.984099	80.402455	84.513181	74.083195	62.241401	82.294133	95.526656	81.656796	86.135563	86.562802	77.457913
1225.0	100.523049	77.7066	81.063568	85.055523	75.272283	62.469726	83.138899	95.865768	82.637327	87.011496	87.476149	77.654578
1224.0	100.642281	78.393529	81.702837	85.578192	76.310896	62.704509	83.888837	96.189915	83.5061	87.785002	88.298012	77.86794
1223.0	100.761511	79.048128	82.305183	86.072165	77.219665	62.930786	84.562885	96.482493	84.273553	88.470528	89.01906	78.07647
1222.0	100.870338	79.662717	82.837004	86.513028	78.016511	63.108386	85.167503	96.701292	84.944342	89.077393	89.609895	78.235772
1221.0	100.95743	80.223299	83.261477	86.869194	78.713378	63.197353	85.700593	96.806695	85.524788	89.612068	90.046563	78.306943
1220.0	101.021406	80.72533	83.570254	87.128878	79.31952	63.201335	86.163884	96.802191	86.028121	90.080307	90.341463	78.290386
1219.0	101.074423	81.186004	83.811554	87.328467	79.853109	63.17716	86.570828	96.750356	86.477588	90.494975	90.560875	78.238973
1218.0	101.135902	81.633889	84.072021	87.541804	80.341711	63.196967	86.940977	96.742908	86.901199	90.879529	90.802075	78.234121
1217.0	101.218837	82.084277	84.413755	87.826988	80.805176	63.303152	87.287966	96.842723	87.316423	91.254292	91.132641	78.333874
1216.0	101.319492	82.530762	84.832257	88.185869	81.245335	63.493163	87.616817	97.046826	87.72099	91.620488	91.548123	78.534088
1215.0	101.421948	82.960418	85.277679	88.576459	81.656815	63.730115	87.93105	97.300731	88.102005	91.966053	91.992111	78.778675
1214.0	101.513298	83.367002	85.702487	88.951968	82.037889	63.964126	88.233984	97.544679	88.450178	92.284152	92.409113	79.007295
1213.0	101.59182	83.747272	86.082424	89.282729	82.385809	64.158601	88.521445	97.746853	88.762328	92.576533	92.771074	79.19171
1212.0	101.660825	84.096999	86.41128	89.558315	82.695208	64.307294	88.783393	97.902694	89.038768	92.843194	93.069344	79.332771
1211.0	101.721389	84.418738	86.69663	89.787733	82.971018	64.426116	89.018858	98.019904	89.287034	93.082478	93.307611	79.440257
1210.0	101.774509	84.724823	86.954691	89.99242	83.230853	64.529933	89.240937	98.110236	89.521681	93.300384	93.502911	79.524559
1209.0	101.824425	85.024748	87.195169	90.186168	83.483934	64.622685	89.459997	98.185398	89.750993	93.507543	93.674876	79.597093
1208.0	101.874491	85.316709	87.416498	90.366758	83.719885	64.706928	89.67053	98.251912	89.969092	93.707568	93.832437	79.666823
1207.0	101.922902	85.597387	87.623246	90.533855	83.929289	64.791257	89.862778	98.311795	90.168696	93.8985	93.981169	79.737866
1206.0	101.966514	85.871173	87.834771	90.702344	84.122034	64.884707	90.038396	98.369679	90.354686	94.082478	94.135233	79.814437
1205.0	102.006121	86.142751	88.064426	90.88611	84.312081	64.991731	90.204653	98.434168	90.536582	94.262506	94.30577	79.903861
1204.0	102.04496	86.409869	88.30281	91.080537	84.497471	65.115904	90.362188	98.510833	90.715598	94.433505	94.485036	80.011341
1203.0	102.085222	86.671738	88.535067	91.274882	84.670983	65.261725	90.511108	98.599833	90.888959	94.589442	94.659871	80.136573
1202.0	102.128281	86.935537	88.763203	91.471742	84.83809	65.429425	90.660986	98.701932	91.058694	94.735932	94.834593	80.278252
1201.0	102.173846	87.205003	88.997128	91.679899	85.006066	65.612898	90.819563	98.819531	91.224604	94.882519	95.021609	80.435888
1200.0	102.216312	87.470362	89.2349	91.896943	85.164609	65.804963	90.9765	98.948502	91.376011	95.026073	95.215559	80.604291
1199.0	102.248203	87.719909	89.468138	92.113959	85.296652	66.001822	91.113785	99.07673	91.503919	95.156398	95.398855	80.774361
1198.0	102.272475	87.956265	89.698835	92.330031	85.403688	66.203566	91.230231	99.196825	91.61715	95.275994	95.570444	80.944654
1197.0	102.305902	88.192572	89.935651	92.548156	85.504041	66.414393	91.342046	99.315214	91.73493	95.399953	95.747143	81.124559
1196.0	102.363317	88.437716	90.179878	92.764283	85.610013	66.640768	91.461415	99.443597	91.867003	95.537437	95.936355	81.320407
1195.0	102.441475	88.691841	90.42706	92.974015	85.720562	66.884391	91.588049	99.585527	92.009443	95.685019	96.127235	81.52581
1194.0	102.524102	88.948897	90.67446	93.182019	85.831319	67.137888	91.719483	99.734617	92.153604	95.834733	96.309318	81.731449
1193.0	102.599619	89.196453	90.915506	93.390913	85.938033	67.391571	91.854797	99.880909	92.2901	95.976639	96.481744	81.936403
1192.0	102.667666	89.421589	91.136602	93.589813	86.034354	67.642376	91.987917	100.01543	92.411344	96.099229	96.643775	82.142412
1191.0	102.731861	89.625975	91.332797	93.769576	86.118879	67.892273	92.111133	100.134323	92.520979	96.202722	96.794657	82.345013
1190.0	102.794638	89.827432	91.518069	93.940564	86.200832	68.14104	92.226964	100.243238	92.634326	96.307012	96.943417	82.539684
1189.0	102.858162	90.037984	91.70742	94.117536	86.288553	68.385848	92.344474	100.352825	92.759061	96.429362	97.100243	82.730558
1188.0	102.922759	90.248883	91.897885	94.29426	86.377935	68.625575	92.463141	100.46595	92.882429	96.55823	97.256643	82.923584
1187.0	102.984126	90.446012	92.078994	94.452012	86.461632	68.860159	92.573145	100.573866	92.987969	96.667232	97.391555	83.115744
1186.0	103.038402	90.630267	92.25102	94.588491	86.541771	69.087203	92.673256	100.668066	93.077414	96.752242	97.499432	83.299989
1185.0	103.090183	90.811998	92.419347	94.719874	86.622612	69.304176	92.77516	100.750681	93.164784	96.835215	97.596512	83.477454
1184.0	103.149589	90.994807	92.581344	94.857085	86.699525	69.513174	92.886041	100.829982	93.256649	96.932003	97.698007	83.656357
1183.0	103.220677	91.176878	92.732693	94.996906	86.768318	69.719251	92.997954	100.911159	93.350329	97.036222	97.803884	83.840266
1182.0	103.297278	91.359427	92.876463	95.134007	86.837254	69.924275	93.098607	100.994734	93.443207	97.136049	97.906475	84.023103
1181.0	103.370188	91.540866	93.012598	95.265919	86.915003	70.125258	93.183122	101.078732	93.53018	97.22773	97.996854	84.194205
1180.0	103.4338	91.709873	93.129435	95.387035	86.992344	70.317396	93.250975	101.158859	93.598607	97.308646	98.064255	84.345061
1179.0	103.486348	91.856743	93.219562	95.49076	87.050085	70.495962	93.300555	101.230903	93.639974	97.374099	98.104707	84.475032
1178.0	103.529631	91.984994	93.292644	95.576177	87.081157	70.657871	93.332733	101.295622	93.662043	97.425958	98.130511	84.594724
1177.0	103.569353	92.100234	93.357729	95.642184	87.092344	70.806046	93.354282	101.356859	93.677663	97.470465	98.157211	84.720195
1176.0	103.610623	92.194915	93.403465	95.679333	87.088713	70.951188	93.373081	101.41341	93.68718	97.504142	98.18234	84.859912
1175.0	103.651405	92.254731	93.408578	95.677068	87.068516	71.104085	93.391388	101.458181	93.681988	97.514596	98.189298	85.008576
1174.0	103.683717	92.270183	93.358486	95.631344	87.029002	71.264959	93.403325	101.48696	93.657141	97.497039	98.168215	85.153511
1173.0	103.701879	92.228433	93.236124	95.533501	86.965433	71.423889	93.396566	101.502357	93.608507	97.457307	98.119285	85.283205
1172.0	103.706276	92.103739	93.009548	95.360547	86.868036	71.57229	93.359669	101.507635	93.526236	97.397921	98.040565	85.390843
1171.0	103.699362	91.874148	92.648519	95.091117	86.730522	71.71036	93.292229	101.503312	93.40524	97.315079	97.929403	85.478094
1170.0	103.6827	91.546792	92.150213	94.726444	86.558712	71.842243	93.204697	101.491608	93.255405	97.210656	97.792839	85.558095
1169.0	103.658924	91.159864	91.545031	94.289252	86.363202	71.968247	93.104237	101.477487	93.087973	97.093723	97.640708	85.647718
1168.0	103.632637	90.769528	90.89709	93.81757	86.147972	72.085937	92.986248	101.462481	92.897707	96.967142	97.470564	85.753831
1167.0	103.607699	90.441264	90.307932	93.371911	85.910451	72.197541	92.844297	101.442385	92.669608	96.821677	97.271702	85.870889
1166.0	103.586524	90.233251	89.887584	93.027483	85.642335	72.311538	92.679424	101.41227	92.394849	96.642841	97.037585	85.990466
1165.0	103.57262	90.164919	89.68871	92.831636	85.321842	72.434561	92.489856	101.36836	92.066292	96.414512	96.759128	86.105975
1164.0	103.569031	90.201782	89.669449	92.767603	84.913557	72.563539	92.25683	101.304237	91.66316	96.117593	96.411046	86.209738
1163.0	103.571036	90.276444	89.725393	92.766503	84.382925	72.688167	91.949148	101.21113	91.150349	95.733316	95.959034	86.296048
1162.0	103.564076	90.318481	89.746726	92.747205	83.700639	72.80039	91.535899	101.08223	90.4871	95.24267	95.373392	86.368489
1161.0	103.533803	90.26277	89.644192	92.639812	82.82483	72.899164	90.985398	100.910141	89.630216	94.613046	94.620762	86.434844
1160.0	103.477598	90.048431	89.348545	92.388212	81.69177	72.986219	90.258596	100.680261	88.542791	93.793957	93.652137	86.494248
1159.0	103.403404	89.630537	88.8125	91.952104	80.238864	73.060969	89.318149	100.375114	87.21572	92.741485	92.420076	86.539475
1158.0	103.317983	88.98806	88.006807	91.304702	78.437259	73.12196	88.147164	99.987811	85.677456	91.446778	90.909521	86.572185
1157.0	103.219265	88.106761	86.898522	90.417339	76.310009	73.17074	86.760487	99.526915	83.982397	89.940076	89.150839	86.603769
1156.0	103.10014	86.96379	85.443468	89.255466	73.946887	73.210577	85.213893	99.011756	82.210042	88.290237	87.228417	86.638964
1155.0	102.95636	85.547934	83.616314	87.804637	71.515432	73.241386	83.615725	98.47415	80.483323	86.620684	85.299006	86.670497
1154.0	102.789737	83.897316	81.447908	86.098968	69.238386	73.258336	82.120068	97.965512	78.965522	85.10893	83.582572	86.692855
1153.0	102.607293	82.119186	79.047026	84.229263	67.342667	73.255975	80.891855	97.549894	77.820811	83.939917	82.301394	86.708994
1152.0	102.420661	80.38795	76.621726	82.34876	66.015897	73.23165	80.063863	97.277706	77.17015	83.242829	81.606827	86.717905
1151.0	102.245085	78.919384	74.477031	80.672891	65.368354	73.183159	79.701214	97.160015	77.059993	83.055143	81.537243	86.706088
1150.0	102.095806	77.910017	72.932954	79.431839	65.399029	73.103625	79.786712	97.168278	77.44935	83.328949	82.020766	86.658584
1149.0	101.984305	77.472281	72.198727	78.787005	66.011337	72.980791	80.246389	97.261745	78.235814	83.969377	82.92064	86.572004
1148.0	101.916309	77.611692	72.307391	78.77851	67.078526	72.802527	80.996592	97.414419	79.308357	84.87324	84.092316	86.451653
1147.0	101.889129	78.241098	73.135123	79.328711	68.483948	72.56174	81.963405	97.615555	80.574484	85.942945	85.412297	86.300464
1146.0	101.889928	79.209923	74.459927	80.278981	70.108729	72.252826	83.068817	97.851094	81.946181	87.087061	86.777124	86.112109
1145.0	101.90059	80.349489	76.033371	81.442365	71.822448	71.862153	84.224585	98.093257	83.325828	88.226785	88.098467	85.868989
1144.0	101.906522	81.522185	77.648283	82.65634	73.50933	71.364333	85.351479	98.310798	84.623034	89.304496	89.308954	85.546171
1143.0	101.90006	82.64385	79.175338	83.814529	75.096139	70.729904	86.400167	98.487479	85.784373	90.285864	90.374405	85.12357
1142.0	101.878051	83.67338	80.557728	84.868339	76.550464	69.93738	87.352025	98.628947	86.800894	91.157078	91.296574	84.595849
1141.0	101.842039	84.594104	81.782135	85.807469	77.861815	68.981627	88.204801	98.751641	87.686707	91.917832	92.094872	83.967666
1140.0	101.801639	85.407529	82.856196	86.639763	79.030708	67.879173	88.96147	98.86732	88.456925	92.57266	92.783644	83.244566
1139.0	101.771023	86.132407	83.801771	87.382575	80.067062	66.671358	89.629651	98.978799	89.125596	93.129471	93.370823	82.437087
1138.0	101.756502	86.79103	84.645514	88.055551	80.984002	65.422384	90.220941	99.084546	89.708203	93.603452	93.869609	81.572202
1137.0	101.749815	87.388782	85.400284	88.666991	81.788782	64.215366	90.742608	99.180424	90.212302	94.013018	94.295536	80.695965
1136.0	101.737383	87.913121	86.061025	89.209798	82.486023	63.148369	91.192859	99.258714	90.632387	94.368727	94.653594	79.867624
1135.0	101.714497	88.354848	86.624269	89.677875	83.090161	62.319824	91.569845	99.313535	90.965025	94.671337	94.942358	79.151237
1134.0	101.687805	88.721014	87.100972	90.079379	83.624793	61.804521	91.881812	99.349539	91.223823	94.920981	95.170065	78.603816
1133.0	101.666313	89.022416	87.502354	90.423604	84.105889	61.643303	92.142455	99.37976	91.430274	95.122235	95.352787	78.26456
1132.0	101.653963	89.258878	87.824634	90.701861	84.53299	61.846759	92.360121	99.412692	91.595801	95.280466	95.496484	78.152018
1131.0	101.649812	89.423767	88.056454	90.893947	84.89787	62.387383	92.537101	99.445581	91.720025	95.399219	95.593141	78.26322
1130.0	101.650717	89.512427	88.188532	90.988442	85.192066	63.189396	92.673463	99.471146	91.797167	95.479379	95.634563	78.569644
1129.0	101.651646	89.515743	88.20426	90.983089	85.404154	64.147841	92.762786	99.484986	91.813045	95.513295	95.617787	79.018142
1128.0	101.643966	89.410768	88.06992	90.866171	85.520598	65.160817	92.78738	99.482964	91.741112	95.480142	95.534782	79.541079
1127.0	101.614987	89.163451	87.741219	90.605048	85.531206	66.136843	92.724964	99.455989	91.548273	95.352772	95.364329	80.069075
1126.0	101.552517	88.732782	87.165237	90.146431	85.420531	66.987835	92.556533	99.392336	91.196886	95.107086	95.071993	80.540779
1125.0	101.453764	88.066056	86.265426	89.418075	85.14889	67.639113	92.260193	99.283425	90.63437	94.71857	94.60904	80.907571
1124.0	101.329148	87.096713	84.93635	88.336273	84.651198	68.046953	91.799105	99.123591	89.789839	94.150842	93.911558	81.133104
1123.0	101.190862	85.748457	83.059762	86.819134	83.849213	68.195775	91.117479	98.903232	88.584317	93.34797	92.902293	81.191673
1122.0	101.032032	83.93107	80.516206	84.785277	82.637143	68.078022	90.136659	98.600499	86.928367	92.223975	91.480796	81.066865
1121.0	100.818235	81.538483	77.199831	82.145753	80.8405	67.681685	88.741926	98.174725	84.706111	90.644987	89.50095	80.748243
1120.0	100.503514	78.485775	73.088815	78.844273	78.215067	66.995217	86.780498	97.567148	81.797879	88.432105	86.781889	80.230187
1119.0	100.058971	74.778765	68.354867	74.959328	74.540066	66.017712	84.102532	96.72036	78.166782	85.422608	83.198612	79.516681
1118.0	99.495633	70.562498	63.405856	70.787771	69.783221	64.765652	80.651355	95.621806	73.955065	81.590596	78.830391	78.624611
1117.0	98.874193	66.134894	58.821148	66.832616	64.260215	63.282504	76.575603	94.352412	69.526835	77.178972	74.080916	77.582897
1116.0	98.297484	61.941851	55.234081	63.692249	58.682797	61.650249	72.298479	93.098411	65.433326	72.75223	69.66688	76.437677
1115.0	97.874988	58.498023	53.164777	61.868114	53.968156	59.981804	68.441556	92.089519	62.267895	69.057308	66.390488	75.259494
1114.0	97.668563	56.196987	52.819823	61.560633	50.834084	58.391572	65.582007	91.486529	60.438133	66.701552	64.770288	74.133052
1113.0	97.66597	55.154175	54.018533	62.611005	49.506158	56.980627	64.026721	91.314418	60.033813	65.89497	64.831955	73.135131
1112.0	97.808462	55.22836	56.332009	64.63522	49.800029	55.847031	63.788573	91.498313	60.901563	66.47436	66.242121	72.325368
1111.0	98.03542	56.147379	59.283261	67.200597	51.39214	55.074971	64.695744	91.939269	62.785108	68.103578	68.581715	71.746333
1110.0	98.301906	57.60794	62.456995	69.928336	53.959751	54.692922	66.475819	92.547868	65.380341	70.425327	71.48643	71.415031
1109.0	98.573499	59.342946	65.534988	72.539771	57.163988	54.662157	68.801836	93.238488	68.345544	73.109553	74.638141	71.316482
1108.0	98.824426	61.171566	68.31692	74.875597	60.635304	54.914168	71.348804	93.93074	71.3489	75.865173	77.743393	71.415589
1107.0	99.042703	62.99869	70.726875	76.883233	64.031434	55.378848	73.851766	94.569424	74.13886	78.462372	80.569809	71.674322
1106.0	99.228763	64.768003	72.780808	78.578599	67.113674	55.982412	76.136579	95.134619	76.581236	80.759511	82.994352	72.056472
1105.0	99.386399	66.432894	74.529598	80.008773	69.7701	56.656165	78.117097	95.625661	78.640434	82.703795	84.994473	72.524861
1104.0	99.518231	67.972623	76.02739	81.232945	71.981734	57.359574	79.772685	96.040679	80.334748	84.301248	86.596176	73.041214
1103.0	99.628048	69.40749	77.336504	82.311595	73.781918	58.076927	81.126387	96.376714	81.709118	85.588114	87.846693	73.569944
1102.0	99.721126	70.775266	78.525268	83.289914	75.233764	58.792705	82.228434	96.641097	82.828353	86.619189	88.818719	74.0866
1101.0	99.801876	72.097099	79.638617	84.185859	76.41588	59.489066	83.139604	96.851407	83.767735	87.458844	89.600492	74.586205
1100.0	99.875534	73.371566	80.682821	85.002249	77.415303	60.163669	83.919876	97.024971	84.597897	88.170335	90.267175	75.080758
1099.0	99.950583	74.587405	81.648	85.748519	78.322543	60.826821	84.624915	97.176819	85.371897	88.809856	90.87155	75.583181
1098.0	100.032175	75.727993	82.527987	86.436987	79.205305	61.477852	85.296236	97.319531	86.112432	89.417926	91.443625	76.089781
1097.0	100.112323	76.772067	83.313362	87.062904	80.072817	62.104179	85.945511	97.457404	86.807842	90.005182	91.984551	76.58203
1096.0	100.174157	77.707222	83.989678	87.606533	80.883749	62.701463	86.557926	97.582434	87.434587	90.555434	92.471352	77.044032
1095.0	100.209674	78.543454	84.563708	88.063026	81.601747	63.276437	87.11945	97.684611	87.989736	91.052941	92.888606	77.476367
1094.0	100.229358	79.30345	85.073649	88.455765	82.229297	63.830165	87.633074	97.765277	88.490475	91.500132	93.249599	77.891835
1093.0	100.251466	80.000539	85.553058	88.813019	82.783528	64.356954	88.103215	97.834794	88.942544	91.903181	93.574198	78.30024
1092.0	100.28525	80.636581	85.999708	89.145798	83.26958	64.860042	88.519805	97.900964	89.332963	92.25714	93.862964	78.700886
1091.0	100.326163	81.218261	86.397969	89.455824	83.696919	65.350325	88.873214	97.966703	89.662684	92.560893	94.112638	79.089372
1090.0	100.363013	81.759631	86.754148	89.748051	84.094157	65.828091	89.175357	98.034327	89.961851	92.832588	94.33905	79.465176
1089.0	100.387318	82.266899	87.087897	90.023848	84.481464	66.283492	89.450307	98.102868	90.257064	93.09108	94.558899	79.827894
1088.0	100.39902	82.735584	87.404013	90.276059	84.848164	66.717305	89.710718	98.164099	90.544362	93.332514	94.762877	80.171103
1087.0	100.406031	83.166252	87.696253	90.502704	85.180496	67.143287	89.956551	98.210812	90.809547	93.543373	94.93343	80.488385
1086.0	100.416629	83.569476	87.967878	90.713808	85.491112	67.564252	90.188573	98.247964	91.053055	93.726642	95.077864	80.784055
1085.0	100.431539	83.951724	88.22739	90.915533	85.796857	67.961605	90.4084	98.287317	91.276831	93.896599	95.217651	81.06981
1084.0	100.446369	84.310567	88.473962	91.101858	86.087937	68.317488	90.611994	98.333002	91.469293	94.057829	95.355928	81.350914
1083.0	100.461485	84.648423	88.706128	91.272053	86.346896	68.636902	90.79764	98.381323	91.627058	94.209353	95.483038	81.622943
1082.0	100.483886	84.976662	88.934474	91.440896	86.581634	68.940633	90.974989	98.432551	91.774072	94.360239	95.604713	81.881377
1081.0	100.517197	85.300365	89.167282	91.619654	86.812484	69.244022	91.153453	98.491784	91.93529	94.519755	95.736267	82.12615
1080.0	100.554931	85.61243	89.393424	91.801728	87.041072	69.547994	91.328194	98.55706	92.105657	94.678072	95.874715	82.356802
1079.0	100.587658	85.908078	89.596847	91.978922	87.257623	69.842701	91.490344	98.616648	92.266517	94.816406	96.002965	82.572264
1078.0	100.614228	86.191774	89.779119	92.155979	87.464402	70.114305	91.643789	98.661739	92.417998	94.932461	96.116913	82.777235
1077.0	100.642896	86.46559	89.953272	92.335461	87.666329	70.355773	91.798359	98.695564	92.572632	95.040456	96.224007	82.980834
1076.0	100.683743	86.726958	90.127273	92.504815	87.853749	70.576695	91.954166	98.728386	92.73059	95.153646	96.321487	83.186959
1075.0	100.741704	86.983965	90.308124	92.655522	88.021732	70.795938	92.107352	98.769665	92.884558	95.282485	96.402882	83.392056
1074.0	100.812591	87.254526	90.507111	92.800972	88.191467	71.019535	92.26353	98.825184	93.037112	95.437973	96.481684	83.592039
1073.0	100.882469	87.540566	90.722716	92.957461	88.383615	71.232948	92.429167	98.894293	93.190228	95.615789	96.581902	83.784296
