ν,L-Alanina No Magnetizada Irradiada Petri,L-Alanina No Magnetizada  Eppendorf,L-Alanina Magnetizada Petri,L-Alanina Magnetizada Irradiada Petri,L-Alanina Magnetizada Eppendorf,L-Alanina Irradiada No Magnetizada Eppendorf,L-Alanina Irradiada  Magnetizada Eppendorf,L-Alanina  No Magnetizada Petri
1550.0,46.23079,57.519994,54.873286,67.910592,71.50205,55.083776,47.524398,89.723077
1549.0,46.650086,58.063319,55.170916,68.181576,71.858944,55.718363,48.153665,89.850898
1548.0,47.025294,58.553833,55.450314,68.414542,72.157848,56.309877,48.740776,89.950333
1547.0,47.389413,59.031696,55.737904,68.633189,72.430332,56.872176,49.337888,90.031959
1546.0,47.822176,59.577923,56.068104,68.90522,72.753042,57.47405,50.009215,90.125482
1545.0,48.35501,60.218204,56.429156,69.26907,73.155254,58.157605,50.750049,90.247653
1544.0,48.957022,60.910634,56.791142,69.704268,73.598097,58.915575,51.516335,90.386657
1543.0,49.618482,61.633777,57.157076,70.186756,74.053827,59.748846,52.320029,90.526511
1542.0,50.395173,62.435945,57.542408,70.741591,74.563101,60.694591,53.228154,90.678879
1541.0,51.363397,63.378473,57.942283,71.425502,75.195214,61.775342,54.281357,90.888194
1540.0,52.53113,64.440837,58.350437,72.22821,75.94695,62.936807,55.441408,91.190292
1539.0,53.7487,65.485177,58.733755,73.005587,76.690332,64.071335,56.598713,91.51358
1538.0,54.821317,66.382873,59.03597,73.625413,77.292938,65.089224,57.654381,91.750385
1537.0,55.705345,67.126222,59.241532,74.096952,77.742918,65.969609,58.593348,91.900123
1536.0,56.495469,67.786356,59.383812,74.509416,78.118039,66.76413,59.471256,92.020315
1535.0,57.329518,68.451491,59.52322,74.958469,78.515645,67.551903,60.350673,92.159683
1534.0,58.266159,69.144816,59.689689,75.481801,78.974864,68.348773,61.213018,92.33933
1533.0,59.182859,69.770452,59.832614,75.99333,79.413205,69.068536,61.942028,92.528186
1532.0,59.914313,70.227559,59.891408,76.373208,79.72078,69.63213,62.474908,92.671569
1531.0,60.442306,70.520401,59.876254,76.60336,79.882578,70.035516,62.851869,92.756866
1530.0,60.813353,70.680349,59.808941,76.723058,79.935497,70.275601,63.085886,92.801748
1529.0,61.025006,70.693554,59.681377,76.748112,79.896568,70.313362,63.123838,92.816094
1528.0,61.041495,70.525633,59.492088,76.668774,79.761877,70.106635,62.908083,92.798528
1527.0,60.841032,70.156869,59.260079,76.469853,79.526116,69.641368,62.420415,92.743256
1526.0,60.431336,69.602668,58.98827,76.148027,79.190514,68.945939,61.696713,92.645217
1525.0,59.85002,68.915905,58.646654,75.721396,78.767466,68.091421,60.828173,92.502976
1524.0,59.133097,68.140147,58.201179,75.214083,78.275369,67.117583,59.886566,92.318702
1523.0,58.268695,67.26259,57.623363,74.632128,77.72607,65.963469,58.833244,92.0926
1522.0,57.252445,66.285335,56.898926,73.999418,77.150438,64.594441,57.609061,91.843003
1521.0,56.230206,65.364953,56.074463,73.41339,76.633748,63.266318,56.385838,91.620024
1520.0,55.41774,64.712062,55.22345,72.974421,76.256572,62.352999,55.491688,91.460871
1519.0,54.864425,64.37344,54.32832,72.694133,76.027051,61.910607,55.028732,91.364554
1518.0,54.504256,64.29057,53.285389,72.548843,75.930799,61.79474,54.893091,91.326615
1517.0,54.305388,64.416322,52.054223,72.529928,75.965195,61.923614,54.986896,91.347658
1516.0,54.26506,64.692096,50.740651,72.601159,76.09523,62.269205,55.262303,91.410717
1515.0,54.335555,65.033759,49.453382,72.691913,76.255746,62.759196,55.678187,91.484264
1514.0,54.436961,65.381722,48.16159,72.752339,76.409741,63.290899,56.182426,91.55276
1513.0,54.502793,65.701009,46.789012,72.763442,76.551178,63.77536,56.706091,91.612107
1512.0,54.492556,65.950212,45.35426,72.711623,76.666052,64.13986,57.171735,91.653187
1511.0,54.397583,66.10247,43.951405,72.589338,76.731362,64.349518,57.539077,91.670874
1510.0,54.229283,66.166993,42.613992,72.404812,76.74448,64.425996,57.824872,91.670563
1509.0,53.990514,66.164921,41.252197,72.175721,76.730298,64.410199,58.051645,91.65784
1508.0,53.689881,66.112513,39.70407,71.940721,76.736104,64.344462,58.218662,91.638587
1507.0,53.430048,66.07087,37.926267,71.780013,76.818929,64.313269,58.362468,91.656802
1506.0,53.382403,66.142323,36.195061,71.750905,76.988931,64.46561,58.594305,91.732695
1505.0,53.583035,66.364749,34.838385,71.835573,77.192554,64.835791,58.973628,91.81524
1504.0,53.95519,66.710896,33.860285,72.003125,77.398213,65.332633,59.465435,91.884371
1503.0,54.448102,67.152311,33.070037,72.256027,77.631227,65.901026,60.039308,91.964228
1502.0,55.053458,67.689689,32.335891,72.61381,77.932231,66.543304,60.68925,92.075496
1501.0,55.767547,68.326361,31.648798,73.084094,78.319576,67.260495,61.398025,92.223393
1500.0,56.571077,69.043224,31.064505,73.650341,78.776742,68.031369,62.137646,92.399633
1499.0,57.449368,69.827675,30.595147,74.290471,79.282786,68.842113,62.910028,92.599847
1498.0,58.412845,70.699066,30.209464,75.002866,79.847422,69.708655,63.749431,92.83453
1497.0,59.465341,71.662326,29.917549,75.786683,80.485169,70.639689,64.66103,93.108816
1496.0,60.556465,72.655107,29.770017,76.59317,81.157557,71.593483,65.593275,93.395015
1495.0,61.611583,73.595492,29.76876,77.345041,81.795157,72.509407,66.502388,93.654168
1494.0,62.600508,74.458991,29.879806,78.009329,82.36911,73.357882,67.391296,93.875749
1493.0,63.544503,75.275643,30.103786,78.612573,82.90155,74.139188,68.273504,94.076661
1492.0,64.493444,76.100004,30.459199,79.211809,83.441589,74.882829,69.162389,94.283486
1491.0,65.495224,76.982689,30.935718,79.862117,84.037087,75.644301,70.079465,94.521092
1490.0,66.535958,77.906678,31.507722,80.558218,84.681013,76.452872,71.016945,94.786448
1489.0,67.531356,78.775445,32.169954,81.222373,85.298209,77.267056,71.914608,95.034496
1488.0,68.43165,79.5286,32.919183,81.801771,85.831903,78.032422,72.73759,95.233706
1487.0,69.264308,80.199523,33.72491,82.316062,86.294799,78.740244,73.512806,95.401365
1486.0,70.046005,80.819879,34.553233,82.787112,86.710573,79.391169,74.252475,95.557345
1485.0,70.745468,81.366823,35.398483,83.200004,87.069069,79.956006,74.919919,95.6974
1484.0,71.351849,81.824798,36.269805,83.545814,87.365061,80.420182,75.49579,95.816083
1483.0,71.911691,82.231048,37.167421,83.855013,87.629736,80.819941,76.020078,95.9236
1482.0,72.47002,82.628714,38.080346,84.16086,87.89561,81.1982,76.535289,96.031738
1481.0,73.017467,83.011022,38.988218,84.458612,88.157663,81.560947,77.035137,96.134636
1480.0,73.52958,83.353044,39.869041,84.728866,88.394036,81.895917,77.502131,96.221785
1479.0,74.014387,83.658482,40.716741,84.973871,88.604552,82.2034,77.948168,96.298577
1478.0,74.476522,83.931757,41.544718,85.199741,88.793301,82.474461,78.371597,96.374319
1477.0,74.88215,84.144511,42.363904,85.391328,88.941418,82.678968,78.726274,96.443129
1476.0,75.203201,84.274038,43.166527,85.533467,89.029038,82.805249,78.979237,96.493125
1475.0,75.449289,84.328624,43.940751,85.625832,89.06022,82.873893,79.144872,96.524482
1474.0,75.605906,84.287771,44.690634,85.650188,89.026209,82.868913,79.204647,96.538286
1473.0,75.605454,84.076268,45.423723,85.555766,88.878125,82.717769,79.070021,96.524204
1472.0,75.420719,83.664991,46.126738,85.31949,88.590233,82.408681,78.715566,96.467171
1471.0,75.090393,83.109345,46.786483,84.968292,88.194268,81.999993,78.224762,96.362923
1470.0,74.60309,82.426793,47.414544,84.506097,87.705585,81.471767,77.620113,96.213747
1469.0,73.88633,81.562008,48.025214,83.895798,87.097489,80.732006,76.828742,96.017765
1468.0,72.887037,80.466332,48.619827,83.106055,86.351416,79.724276,75.797821,95.771125
1467.0,71.571892,79.11717,49.193364,82.111953,85.467503,78.430829,74.520424,95.470961
1466.0,69.907716,77.50705,49.732846,80.884834,84.449291,76.846255,73.000456,95.114005
1465.0,68.006059,75.753998,50.21068,79.488612,83.356176,75.100329,71.338172,94.722127
1464.0,66.231206,74.163052,50.593917,78.155104,82.34647,73.546503,69.810021,94.36026
1463.0,64.874606,72.952748,50.864772,77.086049,81.5368,72.435757,68.617052,94.080549
1462.0,63.836936,72.011603,51.015215,76.240515,80.868535,71.628207,67.642076,93.867454
1461.0,62.786295,71.043858,51.041401,75.423461,80.185035,70.768801,66.595016,93.657581
1460.0,61.404736,69.766441,50.979143,74.427271,79.342722,69.515003,65.215441,93.379019
1459.0,59.411422,67.924602,50.934284,73.058324,78.228081,67.534815,63.264466,92.957596
1458.0,56.587457,65.317943,51.068826,71.175274,76.770752,64.526135,60.517986,92.3419
1457.0,53.251362,62.263413,51.472105,69.017061,75.150247,60.817636,57.247738,91.607074
1456.0,50.458119,59.760789,52.03327,67.273208,73.84269,57.698875,54.508822,90.972625
1455.0,48.868493,58.473966,52.592762,66.364453,73.142395,56.041421,53.027811,90.588609
1454.0,48.328507,58.31788,53.084353,66.206359,73.007636,55.727146,52.707617,90.45671
1453.0,48.569375,59.057691,53.455927,66.647681,73.350852,56.463193,53.290699,90.537178
1452.0,49.462166,60.501751,53.640478,67.578193,74.096773,58.040052,54.598275,90.789245
1451.0,50.857066,62.376792,53.583834,68.823276,75.104271,60.156058,56.398841,91.152301
1450.0,52.544776,64.396784,53.207205,70.187614,76.217906,62.470015,58.435306,91.561756
1449.0,54.353496,66.391136,52.349827,71.554746,77.352672,64.763216,60.534712,91.973753
1448.0,56.143574,68.250931,50.890804,72.849632,78.455445,66.890787,62.563945,92.355835
1447.0,57.79014,69.885176,48.974443,73.995132,79.466563,68.731578,64.401718,92.684664
1446.0,59.275187,71.314752,46.999202,74.990006,80.379284,70.289144,66.039969,92.965292
1445.0,60.708092,72.671104,45.432713,75.93327,81.257159,71.694343,67.582248,93.227209
1444.0,62.221044,74.075754,44.729118,76.941527,82.168698,73.083976,69.127579,93.499129
1443.0,63.88518,75.579289,45.222929,78.078478,83.139961,74.530748,70.714736,93.796809
1442.0,65.680375,77.158589,46.887947,79.330158,84.152071,76.032078,72.323924,94.121866
1441.0,67.491577,78.711632,49.260121,80.603463,85.140569,77.497923,73.871802,94.456835
1440.0,69.172906,80.106299,51.737563,81.779345,86.025573,78.799634,75.252732,94.772485
1439.0,70.663616,81.291347,53.954381,82.805385,86.778992,79.88521,76.436161,95.054709
1438.0,72.008239,82.323676,55.837007,83.718584,87.444185,80.814849,77.478864,95.314423
1437.0,73.217518,83.232494,57.371026,84.537918,88.045837,81.639676,78.396732,95.555713
1436.0,74.175044,83.924206,58.480219,85.174175,88.514218,82.300372,79.094165,95.742945
1435.0,74.817934,84.344776,59.202933,85.565542,88.795543,82.749265,79.538739,95.853428
1434.0,75.246504,84.584053,59.711024,85.788571,88.940633,83.039845,79.827523,95.919432
1433.0,75.558638,84.725136,60.09164,85.935813,89.011903,83.220046,80.019947,95.974808
1432.0,75.760835,84.762376,60.306286,86.025964,89.017332,83.278145,80.084854,96.020943
1431.0,75.836467,84.673192,60.313599,86.045769,88.946422,83.203778,79.994967,96.047711
1430.0,75.80248,84.47385,60.127043,85.997397,88.804897,83.026607,79.776923,96.05559
1429.0,75.671059,84.177159,59.751136,85.88088,88.595214,82.766468,79.447894,96.042883
1428.0,75.427343,83.765027,59.167674,85.677393,88.302867,82.403902,78.990162,95.99608
1427.0,75.065279,83.223329,58.385573,85.376087,87.919633,81.916681,78.394585,95.909568
1426.0,74.569725,82.529501,57.39672,84.971491,87.433455,81.271057,77.632225,95.787254
1425.0,73.875254,81.616385,56.129462,84.432745,86.803533,80.394193,76.610586,95.621086
1424.0,72.935195,80.441775,54.573613,83.73385,86.004226,79.256695,75.283373,95.390155
1423.0,71.799848,79.063389,52.88632,82.898305,85.070879,77.930851,73.751533,95.087652
1422.0,70.479173,77.491336,51.185535,81.917402,84.013932,76.412569,72.064147,94.713417
1421.0,68.759732,75.507733,49.337927,80.640196,82.712955,74.44117,69.988605,94.22644
1420.0,66.307976,72.788964,47.125555,78.841649,80.992129,71.655766,67.170416,93.557707
1419.0,63.085814,69.346315,44.646299,76.498628,78.86949,68.076893,63.64298,92.711864
1418.0,59.491465,65.629297,42.306563,73.863071,76.6048,64.229836,59.947378,91.795177
1417.0,55.838868,61.973321,40.327311,71.124995,74.38621,60.491455,56.472407,90.88177
1416.0,52.164696,58.408946,38.645707,68.291596,72.233033,56.876954,53.23928,89.977376
1415.0,48.525356,54.976802,37.18299,65.392671,70.18027,53.414771,50.259808,89.100852
1414.0,45.095037,51.835363,35.913241,62.557477,68.332276,50.269095,47.654533,88.308107
1413.0,42.093008,49.19834,34.82171,59.976227,66.822896,47.666095,45.590345,87.666503
1412.0,39.787508,47.3329,33.9225,57.90107,65.812843,45.898627,44.290798,87.242682
1411.0,38.438533,46.488387,33.254516,56.585162,65.438782,45.250235,43.970187,87.086055
1410.0,38.108766,46.711481,32.807306,56.119143,65.703648,45.777059,44.646771,87.192968
1409.0,38.660962,47.849227,32.518594,56.416287,66.495599,47.298069,46.148993,87.511013
1408.0,39.964868,49.745179,32.360847,57.374235,67.716996,49.610858,48.309969,87.988317
1407.0,41.949416,52.289155,32.345497,58.928081,69.310815,52.561856,51.012674,88.593079
1406.0,44.484515,55.316349,32.446198,60.969226,71.189416,55.95088,54.089036,89.29156
1405.0,47.350857,58.575961,32.603675,63.314309,73.205373,59.494022,57.289601,90.030987
1404.0,50.311052,61.785908,32.802793,65.742978,75.181172,62.882495,60.349136,90.742649
1403.0,53.172687,64.726391,33.059678,68.062052,76.974269,65.889402,63.086391,91.373045
1402.0,55.857038,67.345659,33.347505,70.197462,78.556768,68.476254,65.487307,91.919429
1401.0,58.428265,69.760126,33.617769,72.222115,80.016125,70.774593,67.678349,92.420054
1400.0,60.985227,72.098432,33.873577,74.237404,81.444151,72.928,69.782644,92.908955
1399.0,63.487132,74.328867,34.150777,76.20542,82.816838,74.936125,71.781078,93.378363
1398.0,65.776132,76.312121,34.441094,77.979411,84.034318,76.696701,73.563701,93.796326
1397.0,67.799841,78.014347,34.710067,79.510495,85.072123,78.190033,75.110255,94.154606
1396.0,69.652445,79.528272,34.971649,80.8831,85.996802,79.503307,76.5014,94.470733
1395.0,71.399501,80.913266,35.266105,82.156215,86.85529,80.706526,77.788703,94.756658
1394.0,72.98222,82.130407,35.585221,83.284593,87.624297,81.784583,78.943066,95.008477
1393.0,74.324726,83.134362,35.893082,84.211407,88.269659,82.691039,79.926828,95.220648
1392.0,75.440831,83.94448,36.196552,84.954654,88.797922,83.415614,80.751159,95.393495
1391.0,76.397165,84.612222,36.524629,85.573043,89.237385,83.984783,81.454833,95.531304
1390.0,77.249826,85.180948,36.870961,86.114662,89.612833,84.439256,82.074819,95.640254
1389.0,78.026578,85.674122,37.211717,86.605916,89.93782,84.814366,82.629645,95.727366
1388.0,78.725558,86.089454,37.558983,87.049365,90.207922,85.127918,83.107972,95.797163
1387.0,79.320996,86.408997,37.942128,87.42412,90.403989,85.387012,83.482651,95.848387
1386.0,79.785326,86.621426,38.34757,87.706496,90.510861,85.59231,83.739046,95.875345
1385.0,80.095777,86.716018,38.743602,87.885363,90.517944,85.713352,83.856013,95.871537
1384.0,80.199348,86.650097,39.140156,87.938822,90.396355,85.675146,83.756409,95.827996
1383.0,79.977137,86.340717,39.567353,87.807326,90.093316,85.373213,83.304484,95.730469
1382.0,79.268195,85.696491,40.024342,87.408357,89.560101,84.697743,82.366717,95.560811
1381.0,77.98653,84.681423,40.494628,86.700601,88.79609,83.586078,80.912937,95.305171
1380.0,76.295082,83.405413,40.990256,85.770321,87.895254,82.137777,79.131253,94.977402
1379.0,74.676483,82.167366,41.531046,84.864483,87.057498,80.697883,77.462512,94.639304
1378.0,73.693285,81.306148,42.100432,84.269256,86.489203,79.688599,76.377214,94.373497
1377.0,73.569176,80.925192,42.671374,84.096003,86.241981,79.255605,76.001354,94.216634
1376.0,74.055572,80.805968,43.255458,84.211564,86.171496,79.145579,76.015379,94.130772
1375.0,74.677953,80.594998,43.877866,84.368753,86.051191,78.93812,75.915837,94.040922
1374.0,75.051334,80.040785,44.518245,84.371508,85.709486,78.343857,75.346777,93.885762
1373.0,75.021617,79.064938,45.130262,84.137972,85.081093,77.289412,74.227984,93.634285
1372.0,74.582973,77.653623,45.708426,83.648482,84.156568,75.769548,72.61351,93.270592
1371.0,73.737888,75.758272,46.278173,82.876518,82.921032,73.728832,70.525781,92.779401
1370.0,72.454831,73.314073,46.840913,81.776492,81.350485,71.102135,67.958068,92.145208
1369.0,70.699503,70.314904,47.374463,80.307379,79.446884,67.904009,64.960778,91.362608
1368.0,68.482477,66.875665,47.869632,78.466574,77.280602,64.28276,61.698216,90.455015
1367.0,65.872393,63.215878,48.338351,76.302578,74.98968,60.483215,58.408798,89.487016
1366.0,62.932933,59.542098,48.794962,73.867782,72.710985,56.718059,55.285612,88.541078
1365.0,59.662128,55.9687,49.253787,71.169786,70.526044,53.099647,52.425346,87.678104
1364.0,56.076786,52.61153,49.731895,68.230593,68.509105,49.759689,49.937422,86.93533
1363.0,52.404049,49.738521,50.225314,65.226286,66.811079,47.015272,48.065602,86.355815
1362.0,49.07961,47.683783,50.697069,62.483317,65.611402,45.255262,47.063213,85.986575
1361.0,46.431585,46.547632,51.120344,60.248676,64.955035,44.579267,46.909095,85.832754
1360.0,44.483166,46.119255,51.507789,58.546433,64.71851,44.713596,47.298839,85.840418
1359.0,43.116329,46.111678,51.87321,57.294989,64.744459,45.299236,47.921247,85.937324
1358.0,42.280675,46.376424,52.201623,56.459302,64.955409,46.150606,48.669667,86.082683
1357.0,42.029945,46.943664,52.47871,56.0793,65.369726,47.305957,49.658653,86.285427
1356.0,42.445938,47.939322,52.72051,56.2165,66.053469,48.920195,51.097624,86.580719
1355.0,43.543601,49.453834,52.949359,56.88263,67.046674,51.091069,53.110916,86.986797
1354.0,45.211507,51.447565,53.160357,57.993783,68.312104,53.741398,55.624729,87.483308
1353.0,47.242482,53.76792,53.337147,59.39661,69.75225,56.655888,58.411848,88.028829
1352.0,49.435688,56.24667,53.48195,60.949365,71.271324,59.613586,61.233823,88.59004
1351.0,51.661119,58.759973,53.59971,62.566316,72.807806,62.465864,63.929408,89.147901
1350.0,53.840886,61.215922,53.669306,64.194523,74.318151,65.124442,66.409073,89.687141
1349.0,55.915868,63.536581,53.658912,65.784981,75.759896,67.535894,68.627444,90.195404
1348.0,57.851653,65.673093,53.552621,67.302029,77.102274,69.683659,70.578463,90.66822
1347.0,59.651524,67.622047,53.338106,68.739798,78.339482,71.587833,72.290883,91.109375
1346.0,61.337352,69.409804,52.982405,70.109823,79.483883,73.284302,73.806487,91.526623
1345.0,62.919421,71.059717,52.447813,71.416979,80.547055,74.799063,75.156119,91.926258
1344.0,64.393784,72.575963,51.718501,72.654427,81.530415,76.139439,76.354915,92.307328
1343.0,65.762906,73.958064,50.782528,73.818039,82.433003,77.308398,77.417145,92.662194
1342.0,67.045623,75.224068,49.599434,74.918627,83.264347,78.327086,78.369177,92.986966
1341.0,68.263554,76.408477,48.125863,75.978059,84.043556,79.238956,79.241264,93.289668
1340.0,69.423725,77.532109,46.383173,77.011465,84.783121,80.087552,80.04739,93.581927
1339.0,70.519585,78.583265,44.466901,78.012713,85.478318,80.89209,80.782345,93.86363
1338.0,71.547403,79.540944,42.473306,78.962531,86.118563,81.649587,81.442686,94.125181
1337.0,72.514093,80.40603,40.458775,79.84994,86.703334,82.353684,82.039127,94.363372
1336.0,73.429241,81.19636,38.487804,80.679518,87.240483,83.000875,82.585103,94.584484
1335.0,74.298659,81.926732,36.670822,81.46304,87.737157,83.586796,83.086598,94.794877
1334.0,75.125846,82.606752,35.137163,82.210814,88.198865,84.108705,83.545489,94.997377
1333.0,75.911181,83.245113,34.007286,82.926615,88.630523,84.569235,83.961991,95.194899
1332.0,76.648122,83.843076,33.387709,83.604682,89.032175,84.972741,84.331489,95.389947
1331.0,77.326743,84.389967,33.33036,84.23316,89.397877,85.321561,84.647543,95.580146
1330.0,77.942288,84.874047,33.77544,84.803885,89.722823,85.618008,84.909777,95.759903
1329.0,78.494736,85.29207,34.575074,85.316253,90.007025,85.863742,85.121013,95.926408
1328.0,78.980817,85.642337,35.578026,85.769857,90.249274,86.054502,85.276724,96.079061
1327.0,79.392766,85.91633,36.66294,86.158191,90.443412,86.180833,85.364578,96.214701
1326.0,79.722484,86.103417,37.719683,86.472116,90.583043,86.235085,85.373084,96.32938
1325.0,79.959073,86.196446,38.659204,86.704261,90.6634,86.211506,85.292599,96.423766
1324.0,80.084828,86.187153,39.441112,86.847929,90.675501,86.09975,85.110521,96.499721
1323.0,80.081026,86.061934,40.05463,86.895521,90.603295,85.883932,84.811139,96.552983
1322.0,79.933493,85.80246,40.473475,86.83749,90.42811,85.546085,84.374198,96.572767
1321.0,79.62412,85.382743,40.656691,86.658693,90.129902,85.063935,83.765097,96.545966
1320.0,79.121221,84.764442,40.590366,86.336541,89.683937,84.406738,82.93162,96.458862
1319.0,78.384765,83.901851,40.308085,85.845388,89.062598,83.537284,81.817773,96.298888
1318.0,77.370964,82.748648,39.877931,85.156706,88.239157,82.409749,80.372547,96.057884
1317.0,76.016689,81.247576,39.392016,84.227509,87.180855,80.953065,78.533956,95.728132
1316.0,74.221997,79.311896,38.959802,82.9919,85.838634,79.057047,76.21279,95.290569
1315.0,71.861956,76.829166,38.676535,81.371863,84.154409,76.584769,73.309922,94.711136
1314.0,68.833127,73.70178,38.586683,79.303292,82.089371,73.415211,69.766185,93.955903
1313.0,65.122169,69.912956,38.691964,76.768764,79.658804,69.509377,65.626052,93.015405
1312.0,60.865607,65.582977,38.987219,73.828897,76.953776,64.974531,61.084526,91.920221
1311.0,56.347168,60.967836,39.46164,70.628623,74.131813,60.075662,56.469979,90.738726
1310.0,51.921437,56.399415,40.075724,67.365892,71.382699,55.181778,52.16418,89.563659
1309.0,47.938601,52.234524,40.773934,64.257743,68.904971,50.713157,48.540467,88.500413
1308.0,44.716547,48.83754,41.520204,61.529723,66.899975,47.117062,45.949427,87.656162
1307.0,42.497468,46.523618,42.296551,59.388927,65.539645,44.790636,44.665757,87.11514
1306.0,41.367813,45.450319,43.075985,57.961651,64.905013,43.938949,44.779317,86.908164
1305.0,41.240236,45.571622,43.82668,57.259154,64.963235,44.506751,46.152884,87.007699
1304.0,41.928549,46.693986,44.537381,57.205025,65.602829,46.241009,48.491397,87.348494
1303.0,43.21484,48.542389,45.213132,57.670623,66.670489,48.781145,51.429618,87.847131
1302.0,44.869486,50.805479,45.850631,58.494252,67.993421,51.732782,54.601681,88.416194
1301.0,46.684453,53.206426,46.440982,59.51754,69.41684,54.760261,57.719599,88.984221
1300.0,48.524633,55.571632,46.989665,60.629323,70.841851,57.661567,60.627633,89.511173
1299.0,50.334306,57.829347,47.509646,61.770294,72.224282,60.362226,63.284508,89.985004
1298.0,52.094991,59.957644,47.999371,62.906091,73.545956,62.855197,65.702579,90.407826
1297.0,53.795688,61.951858,48.450002,64.015893,74.797704,65.155131,67.904495,90.787379
1296.0,55.435518,63.821699,48.869391,65.098607,75.97875,67.281696,69.911908,91.133812
1295.0,57.021391,65.581392,49.276098,66.163548,77.092839,69.248871,71.743287,91.45445
1294.0,58.54858,67.230912,49.673183,67.208736,78.140625,71.057188,73.40827,91.749637
1293.0,59.996515,68.757437,50.048912,68.219429,79.120474,72.699887,74.906804,92.016239
1292.0,61.34937,70.155956,50.400621,69.185607,80.033866,74.176221,76.239324,92.255194
1291.0,62.609467,71.438352,50.738348,70.107524,80.884455,75.49688,77.418923,92.473544
1290.0,63.786099,72.621086,51.067458,70.985279,81.673603,76.679516,78.470365,92.678895
1289.0,64.882263,73.712464,51.386231,71.815655,82.401042,77.742241,79.415908,92.873994
1288.0,65.899875,74.715476,51.698465,72.600514,83.069292,78.701094,80.267381,93.058427
1287.0,66.849876,75.636836,52.010733,73.348135,83.685245,79.570923,81.03441,93.234779
1286.0,67.747115,76.487019,52.319149,74.063691,84.257554,80.364716,81.731704,93.409944
1285.0,68.597999,77.27356,52.615131,74.74541,84.793063,81.090328,82.371808,93.588053
1284.0,69.400853,78.000823,52.901731,75.391862,85.295404,81.751298,82.958735,93.764053
1283.0,70.156681,78.677214,53.189252,76.007196,85.766823,82.353922,83.496495,93.928214
1282.0,70.872701,79.316541,53.478151,76.597445,86.211032,82.910261,83.99643,94.07711
1281.0,71.555858,79.929113,53.761414,77.166058,86.632964,83.430693,84.467754,94.216748
1280.0,72.20929,80.515906,54.039883,77.714371,87.035715,83.917939,84.908537,94.354333
1279.0,72.835485,81.074556,54.319272,78.242735,87.41946,84.373203,85.315822,94.491169
1278.0,73.436944,81.606091,54.595446,78.749595,87.783569,84.802881,85.697311,94.625396
1277.0,74.013174,82.111899,54.858445,79.232655,88.128072,85.213059,86.063,94.756848
1276.0,74.562975,82.590378,55.109045,79.693147,88.45358,85.602013,86.412539,94.88607
1275.0,75.090229,83.043185,55.356949,80.137291,88.762778,85.965008,86.741525,95.012301
1274.0,75.60095,83.479841,55.605518,80.571798,89.061545,86.302723,87.052782,95.136298
1273.0,76.093944,83.908259,55.851976,80.998692,89.354899,86.618571,87.350114,95.261827
1272.0,76.562021,84.324367,56.099133,81.415429,89.641389,86.912523,87.628178,95.390032
1271.0,77.003955,84.718506,56.351626,81.818387,89.914486,87.184968,87.881036,95.514532
1270.0,77.426569,85.088111,56.602417,82.204297,90.169277,87.441892,88.114751,95.626534
1269.0,77.832349,85.435975,56.837878,82.569485,90.404582,87.688224,88.339441,95.723819
1268.0,78.214932,85.76098,57.055484,82.911169,90.620059,87.921011,88.555072,95.811485
1267.0,78.571034,86.061015,57.264185,83.230739,90.816621,88.136732,88.756263,95.895423
1266.0,78.906629,86.341293,57.469215,83.533495,90.99934,88.339313,88.943281,95.97794
1265.0,79.225999,86.608984,57.668397,83.82394,91.174445,88.532396,89.116492,96.058092
1264.0,79.525316,86.862729,57.86135,84.103425,91.343025,88.710074,89.268179,96.13399
1263.0,79.80375,87.09785,58.04972,84.372627,91.501944,88.86503,89.393113,96.205516
1262.0,80.069857,87.318319,58.229389,84.632519,91.650253,89.000277,89.49996,96.275453
1261.0,80.328166,87.531994,58.394484,84.881453,91.789985,89.123173,89.599325,96.346586
1260.0,80.569305,87.736258,58.548501,85.115412,91.921592,89.233641,89.68789,96.417913
1259.0,80.783216,87.920261,58.701066,85.334054,92.043753,89.328271,89.757118,96.486248
1258.0,80.973676,88.080519,58.855337,85.543056,92.157081,89.409428,89.80904,96.551601
1257.0,81.150392,88.223749,59.00798,85.747952,92.263397,89.479578,89.849601,96.616995
1256.0,81.31521,88.355583,59.158444,85.949108,92.36203,89.532231,89.874091,96.683029
1255.0,81.464717,88.475484,59.307238,86.143938,92.450643,89.558832,89.872655,96.74684
1254.0,81.596992,88.58,59.447925,86.328225,92.527254,89.559793,89.843244,96.806564
1253.0,81.705638,88.661174,59.57241,86.492236,92.586659,89.539207,89.786446,96.861882
1252.0,81.77481,88.70354,59.682795,86.621762,92.61725,89.493205,89.693688,96.909493
1251.0,81.789638,88.691491,59.787515,86.707952,92.606681,89.411425,89.551369,96.943416
1250.0,81.743275,88.6173,59.887801,86.750431,92.548071,89.283348,89.348104,96.961158
1249.0,81.622676,88.473651,59.978609,86.744906,92.435139,89.093549,89.065921,96.964004
1248.0,81.393309,88.241398,60.060761,86.672702,92.25397,88.815172,88.671604,96.949273
1247.0,81.004541,87.889994,60.140802,86.50583,91.983673,88.413415,88.124664,96.907499
1246.0,80.39851,87.379172,60.220082,86.211006,91.598196,87.845421,87.380195,96.828355
1245.0,79.500367,86.645992,60.294763,85.736663,91.058179,87.046623,86.371156,96.701722
1244.0,78.206334,85.595943,60.365645,85.001844,90.305264,85.924175,85.001862,96.509029
