ν,LD-Alanina No Magnetizada Irradiada Petri,LD-Alanina No Magnetizada  Eppendorf,LD-Alanina Irradiada No Magnetizada Eppendorf,LD-Alanina  No Magnetizada Petri,L-Alanina No Magnetizada Irradiada Petri,L-Alanina No Magnetizada  Eppendorf,L-Alanina Irradiada No Magnetizada Eppendorf,L-Alanina  No Magnetizada Petri,D-Alanina No Magnetizada Irradiada Petri,D-Alanina No Magnetizada Eppendorf,D-Alanina Irradiada No Magnetizada Eppendorf,D-Alanina  No Magnetizada Petri
1646.0,99.101903,87.773742,79.750955,81.219534,80.849102,83.810341,82.982773,96.564402,85.044018,89.357424,81.479233,86.32685
1645.0,99.051018,87.448256,79.203764,80.68018,80.462173,83.418215,82.623064,96.485167,84.657246,89.071176,81.099731,86.017003
1644.0,99.005047,87.093347,78.662068,80.177091,80.233821,83.150117,82.414421,96.419064,84.381671,88.885731,80.885516,85.784046
1643.0,98.95438,86.707464,78.110802,79.704007,80.12391,82.975666,82.301878,96.373074,84.184238,88.779662,80.77557,85.623321
1642.0,98.894209,86.281283,77.528173,79.215897,80.058859,82.827165,82.21214,96.338068,83.996876,88.700082,80.69632,85.487639
1641.0,98.823336,85.805589,76.897201,78.680766,79.950921,82.624643,82.059565,96.290491,83.747699,88.583372,80.562462,85.29394
1640.0,98.74682,85.30886,76.256414,78.140632,79.777384,82.349078,81.825525,96.220769,83.434767,88.418996,80.35246,85.020953
1639.0,98.672334,84.829308,75.663499,77.652918,79.557712,82.02556,81.540422,96.131899,83.09716,88.222482,80.089692,84.706445
1638.0,98.603425,84.343139,75.105153,77.185929,79.232792,81.607741,81.158476,96.006082,82.691921,87.942575,79.727919,84.31585
1637.0,98.525644,83.77009,74.475463,76.628789,78.642928,80.944324,80.511698,95.801311,82.066179,87.438774,79.104658,83.695628
1636.0,98.424706,83.092309,73.725722,75.937315,77.711615,79.949586,79.488687,95.510981,81.13094,86.633256,78.129399,82.750913
1635.0,98.319251,82.420891,72.990097,75.210706,76.611376,78.775063,78.270172,95.181515,80.046177,85.664874,76.994724,81.621341
1634.0,98.229626,81.821324,72.359145,74.539655,75.531271,77.603925,77.077114,94.842417,79.007671,84.705505,75.903614,80.480481
1633.0,98.143995,81.234839,71.747517,73.896559,74.461247,76.426083,75.881312,94.480446,78.005751,83.746304,74.810966,79.331491
1632.0,98.048295,80.605988,71.081174,73.224357,73.339235,75.168272,74.586386,94.080849,76.962527,82.71578,73.624093,78.122291
1631.0,97.945835,79.930716,70.36035,72.499004,72.139006,73.79794,73.158893,93.63937,75.835739,81.586248,72.316171,76.814787
1630.0,97.845094,79.211285,69.578856,71.695633,70.806313,72.264948,71.548724,93.14842,74.564511,80.322727,70.833127,75.342365
1629.0,97.746216,78.442833,68.711201,70.798329,69.265155,70.498248,69.677803,92.599104,73.073072,78.87394,69.088708,73.633778
1628.0,97.64763,77.662994,67.799374,69.863759,67.5512,68.541214,67.594524,92.011474,71.400703,77.281158,67.123174,71.745351
1627.0,97.559704,76.947906,66.953969,68.997751,65.811325,66.564687,65.499608,91.430726,69.709122,75.697736,65.122501,69.857554
1626.0,97.495115,76.322527,66.211925,68.231508,64.082806,64.639172,63.482261,90.873249,68.06095,74.192528,63.150147,68.048474
1625.0,97.455898,75.741225,65.505833,67.503097,62.216012,62.637067,61.398987,90.309438,66.322026,72.660236,61.036674,66.194709
1624.0,97.432001,75.181213,64.797796,66.774009,60.104442,60.460571,59.132084,89.723625,64.372989,71.008355,58.642168,64.188685
1623.0,97.415044,74.696737,64.167455,66.097709,57.920263,58.282568,56.875319,89.163384,62.351315,69.365751,56.154278,62.17985
1622.0,97.402007,74.338335,63.697031,65.545556,55.974526,56.395413,54.967557,88.690055,60.545301,67.96612,53.928866,60.45767
1621.0,97.388211,74.080752,63.356197,65.127946,54.382488,54.881758,53.492604,88.310553,59.072089,66.873151,52.083949,59.132579
1620.0,97.373321,73.890532,63.099551,64.823536,53.068568,53.644465,52.323354,87.999093,57.860481,65.996893,50.517566,58.128236
1619.0,97.367399,73.787394,62.955067,64.614581,51.929621,52.594685,51.349769,87.738606,56.804871,65.251054,49.130324,57.329905
1618.0,97.383887,73.820825,62.969711,64.478364,50.845154,51.663391,50.484145,87.522716,55.788933,64.574664,47.834987,56.602036
1617.0,97.426643,74.016162,63.138521,64.41076,49.703376,50.786422,49.63074,87.354124,54.727116,63.929196,46.557439,55.836955
1616.0,97.488728,74.339461,63.425325,64.465865,48.566672,50.006158,48.828028,87.23795,53.726044,63.380496,45.396538,55.114143
1615.0,97.549599,74.715837,63.793118,64.692031,47.61819,49.441612,48.235467,87.165162,53.000336,63.051576,44.552448,54.627043
1614.0,97.587359,75.083966,64.192395,65.053357,46.889527,49.099649,47.883907,87.117903,52.579554,62.949637,44.03963,54.419181
1613.0,97.594305,75.421329,64.586367,65.475274,46.287454,48.894477,47.684168,87.087673,52.337748,62.993072,43.734226,54.392349
1612.0,97.575274,75.728997,64.967189,65.907622,45.817031,48.819626,47.626658,87.089403,52.217027,63.166872,43.615928,54.491922
1611.0,97.538797,75.995206,65.314242,66.301955,45.631493,48.977447,47.826578,87.155105,52.290214,63.544054,43.808982,54.771577
1610.0,97.484222,76.165459,65.545633,66.56869,45.848473,49.422269,48.354665,87.295852,52.615749,64.147552,44.386618,55.27144
1609.0,97.399559,76.165873,65.553426,66.606505,46.413473,50.060718,49.114968,87.484473,53.125073,64.86523,45.235547,55.912673
1608.0,97.27269,75.952079,65.283663,66.358556,47.19156,50.751129,49.946296,87.67945,53.706007,65.54286,46.176449,56.563446
1607.0,97.102336,75.513627,64.734936,65.803765,48.059224,51.389922,50.723285,87.843247,54.288968,66.07807,47.078589,57.123891
1606.0,96.893423,74.845834,63.892522,64.919298,48.867051,51.866301,51.313192,87.939966,54.798853,66.394986,47.806687,57.50395
1605.0,96.653348,73.9454,62.722679,63.687549,49.449847,52.052393,51.56447,87.942343,55.127236,66.421902,48.202358,57.603562
1604.0,96.392818,72.834977,61.230723,62.128282,49.725053,51.890376,51.405268,87.848024,55.209055,66.139607,48.189108,57.37299
1603.0,96.122457,71.56066,59.468715,60.290657,49.71286,51.425562,50.885747,87.677484,55.064834,65.606009,47.817694,56.850578
1602.0,95.846152,70.151265,57.477841,58.212879,49.44549,50.718854,50.088672,87.45107,54.733642,64.89762,47.168506,56.105481
1601.0,95.560378,68.604655,55.267263,55.915304,48.923874,49.785888,49.053842,87.175178,54.220807,64.054389,46.273932,55.178306
1600.0,95.265165,66.929913,52.867537,53.4382,48.180211,48.658548,47.827999,86.855633,53.547798,63.117192,45.177941,54.111724
1599.0,94.96901,65.167767,50.346809,50.843981,47.299209,47.428686,46.508699,86.510562,52.787112,62.165769,43.985144,52.985334
1598.0,94.678665,63.346765,47.743134,48.161933,46.335007,46.171185,45.169415,86.159427,51.995455,61.261983,42.779246,51.863044
1597.0,94.392856,61.463236,45.043473,45.380608,45.270084,44.885164,43.802686,85.810629,51.164005,60.398582,41.560808,50.746572
1596.0,94.113188,59.544728,42.274536,42.532311,44.095492,43.567984,42.399638,85.471447,50.282151,59.555584,40.327313,49.632582
1595.0,93.855828,57.692771,39.557281,39.738878,42.864417,42.280096,41.019933,85.155133,49.39513,58.760941,39.141124,48.566918
1594.0,93.641093,56.010831,37.012512,37.12688,41.616417,41.06836,39.711549,84.86311,48.54338,58.037123,38.041586,47.585302
1593.0,93.477325,54.528297,34.676886,34.749983,40.317151,39.895244,38.432172,84.577135,47.700009,57.34213,36.967931,46.654264
1592.0,93.364957,53.248357,32.576541,32.643791,38.932367,38.718673,37.131684,84.284943,46.828562,56.629226,35.852933,45.733127
1591.0,93.307083,52.211469,30.793399,30.87769,37.495458,37.570753,35.838654,83.998333,45.94664,55.914561,34.71518,44.839666
1590.0,93.303412,51.447024,29.375313,29.482024,36.052361,36.491402,34.595578,83.734268,45.081964,55.231125,33.589999,44.002808
1589.0,93.343518,50.91701,28.266927,28.398881,34.610985,35.462467,33.390296,83.495429,44.227009,54.574554,32.458785,43.212261
1588.0,93.417119,50.572151,27.411772,27.573144,33.206439,34.48419,32.234156,83.283642,43.395446,53.957859,31.330066,42.47491
1587.0,93.52241,50.410761,26.832366,27.015647,31.949052,33.643855,31.230482,83.115261,42.666014,53.466172,30.310878,41.863141
1586.0,93.656359,50.42817,26.532668,26.719852,30.937299,33.026674,30.476608,83.005923,42.108884,53.185663,29.507442,41.444754
1585.0,93.806108,50.569776,26.425214,26.607611,30.177436,32.624573,29.963253,82.9546,41.718663,53.119843,28.921877,41.214315
1584.0,93.964687,50.792729,26.443053,26.622194,29.649651,32.409742,29.655216,82.958917,41.476265,53.241703,28.530542,41.150691
1583.0,94.135517,51.116235,26.621935,26.787126,29.38052,32.420818,29.588569,83.02836,41.415697,53.567144,28.379649,41.282017
1582.0,94.313751,51.549582,26.980521,27.111545,29.372237,32.682882,29.786173,83.162717,41.561895,54.103556,28.498355,41.624546
1581.0,94.476482,52.028357,27.420274,27.526461,29.533459,33.112647,30.158641,83.33478,41.862418,54.777473,28.797204,42.121439
1580.0,94.606607,52.484978,27.84444,27.977734,29.770768,33.608881,30.602876,83.51462,42.254785,55.497175,29.169036,42.713874
1579.0,94.716507,52.938951,28.295816,28.49356,30.090022,34.181739,31.132292,83.70119,42.746432,56.253425,29.628211,43.411474
1578.0,94.841549,53.475996,28.903171,29.106329,30.545834,34.917123,31.824795,83.91843,43.364902,57.104717,30.266992,44.225641
1577.0,95.007413,54.165348,29.731633,29.768093,31.138417,35.844568,32.685415,84.193876,44.066454,58.082274,31.11249,45.085802
1576.0,95.201185,54.978736,30.690296,30.407143,31.800697,36.872567,33.619675,84.52242,44.761141,59.125475,32.072493,45.901705
1575.0,95.378777,55.777071,31.595486,31.029104,32.465224,37.867133,34.547005,84.841398,45.431744,60.136513,33.029805,46.690133
1574.0,95.504054,56.430866,32.320953,31.660921,33.088432,38.760312,35.439665,85.097942,46.114936,61.065224,33.919273,47.518395
1573.0,95.581154,56.92177,32.868029,32.275936,33.644331,39.5588,36.281072,85.300593,46.810599,61.911682,34.726729,48.391792
1572.0,95.64197,57.333429,33.353475,32.852076,34.16122,40.333156,37.100117,85.488511,47.511183,62.714367,35.507809,49.276326
1571.0,95.718353,57.803609,33.954116,33.420045,34.733784,41.203927,37.990273,85.708,48.240255,63.545956,36.382417,50.152816
1570.0,95.818136,58.411408,34.738946,34.004548,35.417134,42.212718,38.993661,85.982984,48.996975,64.429167,37.396347,51.007335
1569.0,95.922394,59.07217,35.546583,34.569733,36.11043,43.209763,39.98263,86.273668,49.706977,65.265771,38.398032,51.802622
1568.0,96.014899,59.659595,36.214712,35.099996,36.690517,44.042621,40.827739,86.517096,50.32681,65.965282,39.235017,52.526578
1567.0,96.098359,60.179576,36.801461,35.654003,37.183764,44.758978,41.578414,86.704128,50.917228,66.56719,39.958833,53.230745
1566.0,96.183702,60.71258,37.443594,36.271095,37.676981,45.485802,42.339723,86.868302,51.540465,67.161147,40.694237,53.957683
1565.0,96.267981,61.283417,38.154775,36.913085,38.184655,46.250378,43.120275,87.031984,52.174032,67.773625,41.458851,54.682619
1564.0,96.334308,61.839001,38.838694,37.535019,38.66522,46.98858,43.863023,87.19212,52.76536,68.375331,42.190483,55.376758
1563.0,96.365545,62.323265,39.413802,38.155703,39.107669,47.66317,44.56152,87.340838,53.327607,68.948421,42.866668,56.082833
1562.0,96.37096,62.736373,39.911607,38.816594,39.54348,48.317347,45.270536,87.481109,53.922899,69.523022,43.544447,56.859871
1561.0,96.395558,63.160414,40.473615,39.527062,40.023816,49.043467,46.058685,87.629238,54.58955,70.159584,44.311758,57.68191
1560.0,96.491909,63.786986,41.361379,40.299039,40.64903,49.978258,47.005026,87.838058,55.314853,70.93824,45.270018,58.446939
1559.0,96.657768,64.759773,42.674157,41.153049,41.501591,51.144377,48.11613,88.173075,56.031736,71.819766,46.424625,59.122673
1558.0,96.836303,65.798584,43.970592,42.012795,42.369795,52.241576,49.206786,88.513129,56.669816,72.604742,47.54961,59.78669
1557.0,96.956304,66.558637,44.860343,42.801006,43.00503,53.054825,50.113897,88.720337,57.231659,73.193494,48.449774,60.457788
1556.0,97.016566,67.107919,45.491313,43.556837,43.470788,53.712724,50.885737,88.846748,57.761255,73.661698,49.188548,61.129077
1555.0,97.058058,67.648052,46.141109,44.339367,43.93279,54.383485,51.646614,88.974282,58.294869,74.104696,49.916493,61.801866
1554.0,97.108369,68.257061,46.883179,45.154582,44.456881,55.107267,52.439106,89.131893,58.835253,74.557336,50.677733,62.459515
1553.0,97.171227,68.860471,47.60062,45.945511,44.972218,55.802638,53.192104,89.297348,59.348949,74.997442,51.398893,63.064343
1552.0,97.236103,69.384739,48.205765,46.681182,45.411657,56.406808,53.849771,89.446098,59.815478,75.396384,52.018244,63.60146
1551.0,97.293511,69.856877,48.763688,47.383031,45.811505,56.960908,54.457216,89.584146,60.252236,75.760943,52.578811,64.096059
1550.0,97.338683,70.326935,49.344557,48.059964,46.23079,57.519994,55.083776,89.723077,60.678231,76.113408,53.145227,64.577401
1549.0,97.36662,70.773479,49.898116,48.679379,46.650086,58.063319,55.718363,89.850898,61.088471,76.450755,53.710977,65.051849
1548.0,97.37759,71.141182,50.336233,49.226666,47.025294,58.553833,56.309877,89.950333,61.486256,76.764829,54.238778,65.517613
1547.0,97.381647,71.429879,50.669519,49.730644,47.389413,59.031696,56.872176,90.031959,61.908515,77.08489,54.755451,65.991438
1546.0,97.391345,71.683207,50.970368,50.206566,47.822176,59.577923,57.47405,90.125482,62.391831,77.460515,55.330189,66.497406
1545.0,97.408454,71.92404,51.268099,50.62405,48.35501,60.218204,58.157605,90.247653,62.93349,77.908529,55.992924,67.045361
1544.0,97.424745,72.13579,51.534665,50.955303,48.957022,60.910634,58.915575,90.386657,63.512437,78.399394,56.725973,67.640574
1543.0,97.434545,72.300955,51.750099,51.214755,49.618482,61.633777,59.748846,90.526511,64.141103,78.908988,57.53285,68.30396
1542.0,97.4465,72.425243,51.931178,51.411491,50.395173,62.435945,60.694591,90.678879,64.855303,79.456948,58.465083,69.05478
1541.0,97.464687,72.527861,52.078842,51.498722,51.363397,63.378473,61.775342,90.888194,65.656234,80.070318,59.561458,69.888214
1540.0,97.481926,72.628411,52.165706,51.436615,52.53113,64.440837,62.936807,91.190292,66.484858,80.725286,60.781566,70.775301
1539.0,97.500414,72.712624,52.191149,51.289655,53.7487,65.485177,64.071335,91.51358,67.264782,81.351359,62.01042,71.635871
1538.0,97.512849,72.724515,52.149278,51.16716,54.821317,66.382873,65.089224,91.750385,67.964004,81.901498,63.126859,72.386951
1537.0,97.507333,72.633447,52.008714,51.087658,55.705345,67.126222,65.969609,91.900123,68.596489,82.387224,64.090884,73.045532
1536.0,97.488641,72.441976,51.768539,50.978455,56.495469,67.786356,66.76413,92.020315,69.194706,82.841291,64.961844,73.67685
1535.0,97.470468,72.17605,51.465004,50.752379,57.329518,68.451491,67.551903,92.159683,69.7809,83.294227,65.831222,74.301526
1534.0,97.455443,71.89145,51.148792,50.369851,58.266159,69.144816,68.348773,92.33933,70.323746,83.741655,66.713631,74.872465
1533.0,97.43929,71.648515,50.863039,49.911398,59.182859,69.770452,69.068536,92.528186,70.747791,84.12088,67.507486,75.322547
1532.0,97.416648,71.458396,50.616946,49.522809,59.914313,70.227559,69.63213,92.671569,71.031059,84.378282,68.125136,75.643892
1531.0,97.38587,71.301638,50.399513,49.271661,60.442306,70.520401,70.035516,92.756866,71.21047,84.523253,68.568829,75.864367
1530.0,97.356494,71.184889,50.220069,49.134617,60.813353,70.680349,70.275601,92.801748,71.293962,84.58351,68.8486,75.971139
1529.0,97.340948,71.138103,50.100237,49.073226,61.025006,70.693554,70.313362,92.816094,71.24681,84.555423,68.926379,75.915099
1528.0,97.34419,71.189815,50.059654,49.073255,61.041495,70.525633,70.106635,92.798528,71.035369,84.405072,68.748807,75.661343
1527.0,97.362185,71.354122,50.115985,49.147531,60.841032,70.156869,69.641368,92.743256,70.655502,84.095052,68.283887,75.208986
1526.0,97.384285,71.608685,50.258195,49.308523,60.431336,69.602668,68.945939,92.645217,70.143009,83.625132,67.54837,74.600745
1525.0,97.399722,71.881485,50.424189,49.538859,59.85002,68.915905,68.091421,92.502976,69.568188,83.045844,66.61664,73.917761
1524.0,97.404778,72.107786,50.557999,49.797702,59.133097,68.140147,67.117583,92.318702,68.975955,82.393835,65.542491,73.208286
1523.0,97.404084,72.298943,50.679897,50.047655,58.268695,67.26259,65.963469,92.0926,68.32943,81.638995,64.27235,72.41776
1522.0,97.403038,72.526809,50.862769,50.269281,57.252445,66.285335,64.594441,91.843003,67.580361,80.776944,62.770393,71.493923
1521.0,97.406552,72.818146,51.125875,50.477691,56.230206,65.364953,63.266318,91.620024,66.838098,79.977773,61.308696,70.601232
1520.0,97.413744,73.104375,51.402755,50.729423,55.41774,64.712062,62.352999,91.460871,66.31394,79.461273,60.287801,70.01284
1519.0,97.417908,73.343536,51.663528,51.073763,54.864425,64.37344,61.910607,91.364554,66.059213,79.257149,59.778383,69.788134
1518.0,97.421411,73.588138,51.976577,51.509005,54.504256,64.29057,61.79474,91.326615,65.974754,79.276283,59.629222,69.818623
1517.0,97.435108,73.908009,52.419312,51.998545,54.305388,64.416322,61.923614,91.347658,65.968713,79.451242,59.745931,70.001966
1516.0,97.465563,74.303429,52.980921,52.519987,54.26506,64.692096,62.269205,91.410717,66.018658,79.723375,60.077246,70.288725
1515.0,97.507439,74.720491,53.593628,53.097047,54.335555,65.033759,62.759196,91.484264,66.131529,80.025625,60.535102,70.646159
1514.0,97.553759,75.13751,54.235058,53.757238,54.436961,65.381722,63.290899,91.55276,66.282853,80.308785,61.014142,71.022367
1513.0,97.607009,75.569389,54.923039,54.480725,54.502793,65.701009,63.77536,91.612107,66.415176,80.542408,61.428683,71.33996
1512.0,97.665024,76.015271,55.640952,55.222884,54.492556,65.950212,64.13986,91.653187,66.483257,80.692272,61.698755,71.535639
1511.0,97.716679,76.447022,56.336426,55.966457,54.397583,66.10247,64.349518,91.670874,66.492425,80.744107,61.782584,71.619623
1510.0,97.758254,76.845849,56.990669,56.721344,54.229283,66.166993,64.425996,91.670563,66.474906,80.714412,61.697781,71.651473
1509.0,97.806879,77.231844,57.665439,57.482578,53.990514,66.164921,64.410199,91.65784,66.429087,80.616596,61.477887,71.647027
1508.0,97.881793,77.677712,58.484366,58.234341,53.689881,66.112513,64.344462,91.638587,66.31044,80.44306,61.132003,71.563857
1507.0,97.982242,78.277434,59.52531,58.997514,53.430048,66.07087,64.313269,91.656802,66.121909,80.2328,60.746659,71.440278
1506.0,98.103751,78.985137,60.658766,59.781408,53.382403,66.142323,64.46561,91.732695,66.004408,80.121527,60.57127,71.43831
1505.0,98.221346,79.603394,61.639762,60.546085,53.583035,66.364749,64.835791,91.81524,66.08476,80.197748,60.737489,71.622174
1504.0,98.31048,80.064606,62.397202,61.27989,53.95519,66.710896,65.332633,91.884371,66.346882,80.439036,61.143997,71.944022
1503.0,98.37531,80.444809,63.03579,62.007318,54.448102,67.152311,65.901026,91.964228,66.732522,80.799454,61.692142,72.379122
1502.0,98.433876,80.823125,63.666632,62.746767,55.053458,67.689689,66.543304,92.075496,67.209159,81.250292,62.357166,72.914441
1501.0,98.50092,81.22525,64.326019,63.479172,55.767547,68.326361,67.260495,92.223393,67.75966,81.776338,63.132279,73.522034
1500.0,98.581137,81.636939,64.988108,64.174338,56.571077,69.043224,68.031369,92.399633,68.370637,82.354245,63.994111,74.174138
1499.0,98.672357,82.059989,65.649891,64.847941,57.449368,69.827675,68.842113,92.599847,69.041556,82.957978,64.922152,74.87618
1498.0,98.774228,82.531653,66.357655,65.547703,58.412845,70.699066,69.708655,92.83453,69.783721,83.583914,65.924516,75.652987
1497.0,98.887796,83.069498,67.135765,66.276948,59.465341,71.662326,70.639689,93.108816,70.591155,84.236017,67.007063,76.493384
1496.0,99.004697,83.628155,67.935214,66.997946,60.556465,72.655107,71.593483,93.395015,71.42535,84.889034,68.125451,77.335924
1495.0,99.111254,84.146823,68.693677,67.709903,61.611583,73.595492,72.509407,93.654168,72.249046,85.508482,69.210295,78.130288
1494.0,99.200182,84.6038,69.385893,68.431708,62.600508,74.458991,73.357882,93.875749,73.053884,86.086942,70.227095,78.874795
1493.0,99.276786,85.007713,70.008676,69.146113,63.544503,75.275643,74.139188,94.076661,73.849231,86.641198,71.184424,79.586756
1492.0,99.355518,85.391126,70.588094,69.837012,64.493444,76.100004,74.882829,94.283486,74.655479,87.201832,72.121184,80.284272
1491.0,99.449834,85.806049,71.188829,70.533396,65.495224,76.982689,75.644301,94.521092,75.492037,87.796439,73.084424,80.994374
1490.0,99.55909,86.271189,71.852132,71.250395,66.535958,77.906678,76.452872,94.786448,76.336117,88.402294,74.076185,81.728438
1489.0,99.666392,86.729281,72.528705,71.927609,67.531356,78.775445,77.267056,95.034496,77.123719,88.945101,75.035946,82.448754
1488.0,99.751941,87.120771,73.141897,72.515909,68.43165,79.5286,78.032422,95.233706,77.829439,89.382191,75.914058,83.121457
1487.0,99.813378,87.451447,73.680067,73.04311,69.264308,80.199523,78.740244,95.401365,78.483457,89.74205,76.719177,83.752756
1486.0,99.861125,87.736746,74.153669,73.529453,70.046005,80.819879,79.391169,95.557345,79.097808,90.061286,77.463216,84.333404
1485.0,99.897156,87.95663,74.530443,73.941043,70.745468,81.366823,79.956006,95.6974,79.643849,90.33991,78.117882,84.827691
1484.0,99.920573,88.100767,74.793685,74.261974,71.351849,81.824798,80.420182,95.816083,80.109637,90.57886,78.670593,85.22899
1483.0,99.934786,88.208517,74.995625,74.538964,71.911691,82.231048,80.819941,95.9236,80.526835,90.799828,79.160095,85.578664
1482.0,99.946064,88.328436,75.202688,74.822033,72.47002,82.628714,81.1982,96.031738,80.923686,91.01937,79.624298,85.914027
1481.0,99.956105,88.463876,75.423962,75.107688,73.017467,83.011022,81.560947,96.134636,81.292452,91.227901,80.060867,86.230852
1480.0,99.961501,88.585416,75.625862,75.373794,73.52958,83.353044,81.895917,96.221785,81.62332,91.413929,80.458576,86.515198
1479.0,99.961232,88.677484,75.789397,75.621943,74.014387,83.658482,82.2034,96.298577,81.925299,91.586904,80.826026,86.769911
1478.0,99.957877,88.732186,75.89962,75.837581,74.476522,83.931757,82.474461,96.374319,82.187209,91.751976,81.153537,86.983783
1477.0,99.951904,88.727269,75.921616,75.967028,74.88215,84.144511,82.678968,96.443129,82.366934,91.890604,81.399502,87.123762
1476.0,99.939952,88.650787,75.838794,75.983956,75.203201,84.274038,82.805249,96.493125,82.447507,91.984013,81.546388,87.18417
1475.0,99.924509,88.521375,75.679699,75.921186,75.449289,84.328624,82.873893,96.524482,82.446458,92.030136,81.618231,87.187335
1474.0,99.908356,88.347019,75.446572,75.783999,75.605906,84.287771,82.868913,96.538286,82.330618,92.003756,81.59067,87.104596
1473.0,99.886946,88.106158,75.092673,75.51696,75.605454,84.076268,82.717769,96.524204,82.004305,91.849454,81.370311,86.858114
1472.0,99.857734,87.808324,74.650973,75.134406,75.420719,83.664991,82.408681,96.467171,81.454927,91.557105,80.94819,86.43559
1471.0,99.823547,87.500372,74.227695,74.754265,75.090393,83.109345,81.999993,96.362923,80.784642,91.174844,80.406893,85.895236
1470.0,99.783427,87.188151,73.832153,74.428735,74.60309,82.426793,81.471767,96.213747,80.034475,90.714452,79.735268,85.238609
1469.0,99.735413,86.834606,73.384436,74.095727,73.88633,81.562008,80.732006,96.017765,79.153401,90.133416,78.831761,84.411447
1468.0,99.681589,86.417241,72.838568,73.694289,72.887037,80.466332,79.724276,95.771125,78.103004,89.390093,77.627013,83.380012
1467.0,99.62758,85.940366,72.199509,73.207336,71.571892,79.11717,78.430829,95.470961,76.874561,88.45169,76.082951,82.130276
1466.0,99.57454,85.402214,71.454219,72.605715,69.907716,77.50705,76.846255,95.114005,75.459371,87.291732,74.165826,80.650192
1465.0,99.517838,84.795524,70.569511,71.848308,68.006059,75.753998,75.100329,94.722127,73.933486,85.997853,72.017196,79.043524
1464.0,99.458084,84.151105,69.590913,70.97852,66.231206,74.163052,73.546503,94.36026,72.531428,84.83723,70.084227,77.601619
1463.0,99.396306,83.507271,68.600871,70.094932,64.874606,72.952748,72.435757,94.080549,71.432647,84.022775,68.724285,76.533472
1462.0,99.328232,82.839277,67.580498,69.198643,63.836936,72.011603,71.628207,93.867454,70.559511,83.49581,67.821067,75.734481
1461.0,99.248031,82.073549,66.436809,68.193337,62.786295,71.043858,70.768801,93.657581,69.698719,83.025853,66.982426,74.932048
1460.0,99.153046,81.125287,65.082307,66.958846,61.404736,69.766441,69.515003,93.379019,68.665764,82.346942,65.800835,73.872972
1459.0,99.035996,79.872231,63.41273,65.328302,59.411422,67.924602,67.534815,92.957596,67.304278,81.172135,63.871939,72.318519
1458.0,98.876588,78.17171,61.255746,63.058619,56.587457,65.317943,64.526135,92.3419,65.49147,79.23484,60.786304,70.075643
1457.0,98.684051,76.164541,58.73227,60.236568,53.251362,62.263413,60.817636,91.607074,63.459189,76.744665,56.82008,67.429458
1456.0,98.526867,74.441201,56.507278,57.623037,50.458119,59.760789,57.698875,90.972625,61.92064,74.601924,53.332014,65.310789
1455.0,98.442306,73.40927,55.027742,55.857788,48.868493,58.473966,56.041421,90.588609,61.303111,73.475044,51.319487,64.325755
1454.0,98.405451,72.999278,54.144783,54.870196,48.328507,58.31788,55.727146,90.45671,61.479481,73.334317,50.706141,64.375054
1453.0,98.388857,73.026564,53.622767,54.370613,48.569375,59.057691,56.463193,90.537178,62.228983,73.968739,51.20646,65.196891
1452.0,98.380216,73.354065,53.373178,54.219522,49.462166,60.501751,58.040052,90.789245,63.388241,75.187766,52.629802,66.570191
1451.0,98.373777,73.856199,53.381095,54.386447,50.857066,62.376792,60.156058,91.152301,64.776933,76.73679,54.686293,68.245576
1450.0,98.368693,74.457555,53.662082,54.869267,52.544776,64.396784,62.470015,91.561756,66.22417,78.35661,57.016977,69.990763
1449.0,98.373902,75.197743,54.311815,55.70394,54.353496,66.391136,64.763216,91.973753,67.626141,79.888112,59.367005,71.663974
1448.0,98.402688,76.165524,55.463326,56.958226,56.143574,68.250931,66.890787,92.355835,68.918724,81.234955,61.560577,73.179876
1447.0,98.463567,77.36787,57.12507,58.627217,57.79014,69.885176,68.731578,92.684664,70.076866,82.332618,63.454784,74.503069
1446.0,98.551369,78.723111,59.161737,60.604342,59.275187,71.314752,70.289144,92.965292,71.161892,83.209661,65.054807,75.691721
1445.0,98.656811,80.143477,61.423829,62.752668,60.708092,72.671104,71.694343,93.227209,72.287121,83.981736,66.521012,76.853265
1444.0,98.774089,81.556953,63.786945,64.941656,62.221044,74.075754,73.083976,93.499129,73.53986,84.762748,68.03203,78.068755
1443.0,98.89695,82.890631,66.10941,67.046893,63.88518,75.579289,74.530748,93.796809,74.951139,85.61609,69.688374,79.373576
1442.0,99.017236,84.082668,68.247748,68.971488,65.680375,77.158589,76.032078,94.121866,76.481215,86.551272,71.487949,80.749236
1441.0,99.12429,85.091275,70.092553,70.649732,67.491577,78.711632,77.497923,94.456835,78.005203,87.512599,73.316004,82.102287
1440.0,99.210309,85.898845,71.600466,72.053842,69.172906,80.106299,78.799634,94.772485,79.373615,88.41109,75.011027,83.31001
1439.0,99.276199,86.538764,72.831402,73.227133,70.663616,81.291347,79.88521,95.054709,80.526966,89.20101,76.495521,84.32479
1438.0,99.333544,87.096819,73.932025,74.274748,72.008239,82.323676,80.814849,95.314423,81.506883,89.905487,77.809922,85.189145
1437.0,99.391342,87.634422,74.995828,75.248561,73.217518,83.232494,81.639676,95.555713,82.327135,90.521721,78.967856,85.924782
1436.0,99.448633,88.110446,75.946194,76.077043,74.175044,83.924206,82.300372,95.742945,82.913713,90.965558,79.866209,86.464137
