ν	LD-Alanina No Magnetizada Irradiada Petri	LD-Alanina No Magnetizada  Eppendorf	LD-Alanina Magnetizada Irradiada Petri	LD-Alanina Magnetizada  Eppendorf	LD-Alanina Irradiada No Magnetizada Eppendorf	LD-Alanina Irradiada Magnetizada Eppendorf	LD-Alanina  No Magnetizada Petri	LD-Alanina  Magnetizada Petri
1202.0	102.128281	95.710887	86.935537	95.53404	86.012915	89.699889	88.763203	91.471742
1201.0	102.173846	95.894114	87.205003	95.702171	86.284133	89.86552	88.997128	91.679899
1200.0	102.216312	96.086819	87.470362	95.880754	86.557198	90.032639	89.2349	91.896943
1199.0	102.248203	96.27486	87.719909	96.05558	86.822816	90.195475	89.468138	92.113959
1198.0	102.272475	96.459836	87.956265	96.222754	87.083966	90.35851	89.698835	92.330031
1197.0	102.305902	96.655615	88.192572	96.393424	87.346051	90.524595	89.935651	92.548156
1196.0	102.363317	96.866405	88.437716	96.579472	87.604867	90.685726	90.179878	92.764283
1195.0	102.441475	97.081997	88.691841	96.781931	87.853303	90.835139	90.42706	92.974015
1194.0	102.524102	97.292622	88.948897	96.99259	88.090976	90.977315	90.67446	93.182019
1193.0	102.599619	97.494391	89.196453	97.198102	88.318374	91.116642	90.915506	93.390913
1192.0	102.667666	97.681127	89.421589	97.382947	88.53079	91.247339	91.136602	93.589813
1191.0	102.731861	97.846295	89.625975	97.539271	88.726957	91.363983	91.332797	93.769576
1190.0	102.794638	97.994912	89.827432	97.676648	88.914108	91.471089	91.518069	93.940564
1189.0	102.858162	98.140202	90.037984	97.813439	89.095541	91.573143	91.70742	94.117536
1188.0	102.922759	98.286253	90.248883	97.956242	89.263217	91.666133	91.897885	94.29426
1187.0	102.984126	98.425026	90.446012	98.095362	89.411483	91.747404	92.078994	94.452012
1186.0	103.038402	98.551005	90.630267	98.221303	89.547344	91.822012	92.25102	94.588491
1185.0	103.090183	98.667463	90.811998	98.33691	89.677889	91.89091	92.419347	94.719874
1184.0	103.149589	98.777612	90.994807	98.450816	89.798784	91.945655	92.581344	94.857085
1183.0	103.220677	98.880478	91.176878	98.566956	89.90456	91.983829	92.732693	94.996906
1182.0	103.297278	98.975846	91.359427	98.683379	89.998387	92.016472	92.876463	95.134007
1181.0	103.370188	99.063331	91.540866	98.794872	90.082044	92.050569	93.012598	95.265919
1180.0	103.4338	99.13724	91.709873	98.894089	90.148766	92.077209	93.129435	95.387035
1179.0	103.486348	99.192177	91.856743	98.975348	90.195964	92.086534	93.219562	95.49076
1178.0	103.529631	99.232072	91.984994	99.039588	90.231356	92.080254	93.292644	95.576177
1177.0	103.569353	99.263534	92.100234	99.092333	90.255363	92.058859	93.357729	95.642184
1176.0	103.610623	99.282525	92.194915	99.137036	90.250734	92.010308	93.403465	95.679333
1175.0	103.651405	99.27723	92.254731	99.172917	90.200151	91.921992	93.408578	95.677068
1174.0	103.683717	99.239815	92.270183	99.195751	90.099109	91.789423	93.358486	95.631344
1173.0	103.701879	99.163485	92.228433	99.195659	89.938414	91.600373	93.236124	95.533501
1172.0	103.706276	99.031799	92.103739	99.157387	89.688563	91.322947	93.009548	95.360547
1171.0	103.699362	98.825464	91.874148	99.068747	89.317089	90.922639	92.648519	95.091117
1170.0	103.6827	98.541079	91.546792	98.927455	88.814447	90.385744	92.150213	94.726444
1169.0	103.658924	98.196313	91.159864	98.738632	88.201327	89.728201	91.545031	94.289252
1168.0	103.632637	97.823579	90.769528	98.515162	87.534586	89.006049	90.89709	93.81757
1167.0	103.607699	97.469688	90.441264	98.287373	86.916575	88.32571	90.307932	93.371911
1166.0	103.586524	97.191309	90.233251	98.10146	86.466643	87.812016	89.887584	93.027483
1165.0	103.57262	97.028382	90.164919	97.993856	86.250317	87.534883	89.68871	92.831636
1164.0	103.569031	96.973334	90.201782	97.966559	86.235129	87.46518	89.669449	92.767603
1163.0	103.571036	96.969014	90.276444	97.989752	86.316907	87.50027	89.725393	92.766503
1162.0	103.564076	96.937018	90.318481	98.021307	86.376394	87.519886	89.746726	92.747205
1161.0	103.533803	96.808875	90.26277	98.019013	86.311947	87.421433	89.644192	92.639812
1160.0	103.477598	96.540802	90.048431	97.944813	86.048329	87.130683	89.348545	92.388212
1159.0	103.403404	96.113379	89.630537	97.772725	85.542308	86.602715	88.8125	91.952104
1158.0	103.317983	95.518042	88.98806	97.492579	84.773407	85.807641	88.006807	91.304702
1157.0	103.219265	94.735994	88.106761	97.0967	83.713281	84.704461	86.898522	90.417339
1156.0	103.10014	93.732979	86.96379	96.565566	82.314901	83.237735	85.443468	89.255466
1155.0	102.95636	92.483339	85.547934	95.876389	80.549211	81.370383	83.616314	87.804637
1154.0	102.789737	91.00345	83.897316	95.027156	78.453165	79.12137	81.447908	86.098968
1153.0	102.607293	89.374146	82.119186	94.054025	76.153438	76.593377	79.047026	84.229263
1152.0	102.420661	87.753601	80.38795	93.038654	73.874874	74.002992	76.621726	82.34876
1151.0	102.245085	86.366657	78.919384	92.103816	71.921422	71.678533	74.477031	80.672891
1150.0	102.095806	85.442777	77.910017	91.383273	70.591721	69.969577	72.932954	79.431839
1149.0	101.984305	85.128258	77.472281	90.975062	70.067403	69.115606	72.198727	78.787005
1148.0	101.916309	85.436017	77.611692	90.912041	70.361331	69.177636	72.307391	78.77851
1147.0	101.889129	86.252546	78.241098	91.160439	71.339693	70.046799	73.135123	79.328711
1146.0	101.889928	87.385182	79.209923	91.634583	72.779913	71.492399	74.459927	80.278981
1145.0	101.90059	88.630509	80.349489	92.222925	74.443198	73.241952	76.033371	81.442365
1144.0	101.906522	89.833764	81.522185	92.822136	76.138651	75.067884	77.648283	82.65634
1143.0	101.90006	90.91336	82.64385	93.366391	77.75026	76.827826	79.175338	83.814529
1142.0	101.878051	91.849682	83.67338	93.835967	79.224776	78.448276	80.557728	84.868339
1141.0	101.842039	92.652891	84.594104	94.240176	80.54377	79.893459	81.782135	85.807469
1140.0	101.801639	93.33409	85.407529	94.592721	81.705336	81.154951	82.856196	86.639763
1139.0	101.771023	93.900344	86.132407	94.902983	82.721668	82.253709	83.801771	87.382575
1138.0	101.756502	94.365797	86.79103	95.181068	83.615863	83.226538	84.645514	88.055551
1137.0	101.749815	94.753188	87.388782	95.437262	84.407626	84.099051	85.400284	88.666991
1136.0	101.737383	95.080923	87.913121	95.67307	85.103719	84.876119	86.061025	89.209798
1135.0	101.714497	95.354963	88.354848	95.879187	85.705519	85.556951	86.624269	89.677875
1134.0	101.687805	95.574674	88.721014	96.04546	86.216283	86.14506	87.100972	90.079379
1133.0	101.666313	95.741114	89.022416	96.170141	86.633495	86.639007	87.502354	90.423604
1132.0	101.653963	95.858064	89.258878	96.259589	86.94438	87.027923	87.824634	90.701861
1131.0	101.649812	95.927928	89.423767	96.32274	87.139495	87.304874	88.056454	90.893947
1130.0	101.650717	95.945962	89.512427	96.364712	87.221995	87.473104	88.188532	90.988442
1129.0	101.651646	95.896371	89.515743	96.380655	87.192752	87.530592	88.20426	90.983089
1128.0	101.643966	95.756423	89.410768	96.354363	87.033317	87.457602	88.06992	90.866171
1127.0	101.614987	95.504199	89.163451	96.263137	86.707977	87.2206	87.741219	90.605048
1126.0	101.552517	95.114449	88.732782	96.081544	86.165855	86.768153	87.165237	90.146431
1125.0	101.453764	94.542292	88.066056	95.779333	85.327679	86.011262	86.265426	89.418075
1124.0	101.329148	93.71595	87.096713	95.319108	84.080965	84.821285	84.93635	88.336273
1123.0	101.190862	92.543192	85.748457	94.654922	82.296287	83.056331	83.059762	86.819134
1122.0	101.032032	90.910901	83.93107	93.7247	79.838162	80.584229	80.516206	84.785277
1121.0	100.818235	88.684092	81.538483	92.44591	76.573539	77.305805	77.199831	82.145753
1120.0	100.503514	85.755632	78.485775	90.744144	72.434376	73.233147	73.088815	78.844273
1119.0	100.058971	82.161872	74.778765	88.618225	67.534374	68.606104	68.354867	74.959328
1118.0	99.495633	78.186717	70.562498	86.197249	62.238648	63.92735	63.405856	70.787771
1117.0	98.874193	74.362498	66.134894	83.747146	57.124168	59.863335	58.821148	66.832616
1116.0	98.297484	71.345294	61.941851	81.621203	52.865587	57.077944	55.234081	63.692249
1115.0	97.874988	69.684059	58.498023	80.152619	50.053706	56.035725	53.164777	61.868114
1114.0	97.668563	69.58106	56.196987	79.519052	48.974969	56.818331	52.819823	61.560633
1113.0	97.66597	70.831805	55.154175	79.682057	49.518889	59.100275	54.018533	62.611005
1112.0	97.808462	72.992533	55.22836	80.453825	51.303565	62.32809	56.332009	64.63522
1111.0	98.03542	75.596326	56.147379	81.606554	53.871621	65.941568	59.283261	67.200597
1110.0	98.301906	78.270911	57.60794	82.93638	56.811304	69.503073	62.456995	69.928336
1109.0	98.573499	80.767757	59.342946	84.284869	59.810109	72.736127	65.534988	72.539771
1108.0	98.824426	82.953461	61.171566	85.547513	62.672029	75.511416	68.31692	74.875597
1107.0	99.042703	84.786931	62.99869	86.673039	65.295343	77.808378	70.726875	76.883233
1106.0	99.228763	86.289765	64.768003	87.649945	67.632151	79.671941	72.780808	78.578599
1105.0	99.386399	87.516088	66.432894	88.48833	69.669742	81.175952	74.529598	80.008773
1104.0	99.518231	88.531027	67.972623	89.208991	71.438565	82.4051	76.02739	81.232945
1103.0	99.628048	89.398697	69.40749	89.839344	73.011732	83.450849	77.336504	82.311595
1102.0	99.721126	90.170004	70.775266	90.406726	74.470436	84.394636	78.525268	83.289914
1101.0	99.801876	90.87205	72.097099	90.929841	75.858672	85.276527	79.638617	84.185859
1100.0	99.875534	91.511829	73.371566	91.416931	77.171323	86.088752	80.682821	85.002249
1099.0	99.950583	92.092085	74.587405	91.871244	78.380761	86.809592	81.648	85.748519
1098.0	100.032175	92.614176	75.727993	92.290096	79.466775	87.435417	82.527987	86.436987
1097.0	100.112323	93.069863	76.772067	92.662599	80.423607	87.975561	83.313362	87.062904
1096.0	100.174157	93.446882	77.707222	92.978421	81.257404	88.435524	83.989678	87.606533
1095.0	100.209674	93.751461	78.543454	93.243073	81.989257	88.823021	84.563708	88.063026
1094.0	100.229358	94.013536	79.30345	93.477894	82.650997	89.15853	85.073649	88.455765
1093.0	100.251466	94.26047	80.000539	93.701739	83.265017	89.462462	85.553058	88.813019
1092.0	100.28525	94.495992	80.636581	93.918742	83.832933	89.740193	85.999708	89.145798
1091.0	100.326163	94.712177	81.218261	94.124201	84.35042	89.992691	86.397969	89.455824
1090.0	100.363013	94.90877	81.759631	94.312766	84.823658	90.230865	86.754148	89.748051
1089.0	100.387318	95.089738	82.266899	94.479087	85.262943	90.464839	87.087897	90.023848
1088.0	100.39902	95.25225	82.735584	94.621497	85.670732	90.68842	87.404013	90.276059
1087.0	100.406031	95.392389	83.166252	94.749146	86.046373	90.888297	87.696253	90.502704
1086.0	100.416629	95.515112	83.569476	94.875026	86.393885	91.061902	87.967878	90.713808
1085.0	100.431539	95.629197	83.951724	94.997992	86.716367	91.216114	88.22739	90.915533
1084.0	100.446369	95.739845	84.310567	95.10379	87.012453	91.357252	88.473962	91.101858
1083.0	100.461485	95.852981	84.648423	95.189305	87.286353	91.49191	88.706128	91.272053
1082.0	100.483886	95.975897	84.976662	95.27316	87.550039	91.62751	88.934474	91.440896
1081.0	100.517197	96.105262	85.300365	95.374349	87.807234	91.763039	89.167282	91.619654
1080.0	100.554931	96.225953	85.61243	95.491432	88.048128	91.889729	89.393424	91.801728
1079.0	100.587658	96.331252	85.908078	95.610551	88.268842	92.007594	89.596847	91.978922
1078.0	100.614228	96.433181	86.191774	95.723384	88.481693	92.127708	89.779119	92.155979
1077.0	100.642896	96.543326	86.46559	95.828927	88.695426	92.251142	89.953272	92.335461
1076.0	100.683743	96.655969	86.726958	95.928112	88.90033	92.362374	90.127273	92.504815
1075.0	100.741704	96.761368	86.983965	96.026412	89.085851	92.453307	90.308124	92.655522
1074.0	100.812591	96.863163	87.254526	96.132737	89.258994	92.53709	90.507111	92.800972
1073.0	100.882469	96.969451	87.540566	96.246754	89.431656	92.627181	90.722716	92.957461
1072.0	100.935306	97.077474	87.819226	96.355476	89.602694	92.719535	90.930635	93.119387
1071.0	100.967448	97.179766	88.069908	96.449195	89.76566	92.806637	91.108523	93.270061
1070.0	100.993232	97.275443	88.29513	96.531467	89.921859	92.891789	91.261246	93.406042
1069.0	101.030772	97.363764	88.504803	96.607511	90.073403	92.977108	91.407842	93.534373
1068.0	101.082609	97.437681	88.697323	96.675456	90.215662	93.054078	91.55615	93.656132
1067.0	101.134192	97.496523	88.870351	96.737057	90.34837	93.119289	91.704195	93.76933
1066.0	101.169573	97.554105	89.034513	96.802645	90.481262	93.183871	91.851308	93.878824
1065.0	101.183554	97.620537	89.199735	96.874194	90.617015	93.25429	91.991826	93.987887
1064.0	101.180478	97.686128	89.359934	96.937054	90.742031	93.319202	92.112111	94.088817
1063.0	101.17001	97.736721	89.506968	96.981627	90.846027	93.368266	92.210069	94.176
1062.0	101.166831	97.774868	89.649734	97.021389	90.937465	93.409071	92.304246	94.258909
1061.0	101.187124	97.812264	89.80463	97.075859	91.028171	93.452803	92.409344	94.348843
1060.0	101.238126	97.851492	89.975196	97.146811	91.1167	93.497625	92.517876	94.443211
1059.0	101.310322	97.889537	90.152869	97.224563	91.198246	93.537831	92.618913	94.53607
1058.0	101.382379	97.929917	90.32841	97.305852	91.276073	93.574343	92.716105	94.632318
1057.0	101.435188	97.976613	90.491224	97.389453	91.351163	93.60506	92.81161	94.735914
1056.0	101.462774	98.023587	90.628261	97.463845	91.41515	93.620735	92.892518	94.834164
1055.0	101.473931	98.063909	90.738654	97.517433	91.46525	93.622018	92.953291	94.910201
1054.0	101.485816	98.102435	90.842737	97.556635	91.511536	93.624646	93.013919	94.964714
1053.0	101.512954	98.147152	90.962601	97.599369	91.557904	93.63543	93.09354	95.011926
1052.0	101.559208	98.196237	91.098231	97.655727	91.591943	93.639261	93.181268	95.061423
1051.0	101.621549	98.248434	91.234782	97.729722	91.606707	93.622962	93.257774	95.118376
1050.0	101.703055	98.318839	91.368599	97.833429	91.614128	93.593825	93.332168	95.19506
1049.0	101.818333	98.427817	91.514119	97.980472	91.622047	93.560137	93.430537	95.306832
1048.0	101.98147	98.579818	91.689885	98.168683	91.619197	93.514857	93.560807	95.459652
1047.0	102.191399	98.766449	91.907919	98.385509	91.598008	93.454215	93.71558	95.649849
1046.0	102.435116	98.98271	92.170655	98.62667	91.56956	93.390629	93.897664	95.869636
1045.0	102.703662	99.227237	92.46927	98.894731	91.541917	93.332916	94.118177	96.108069
1044.0	102.997	99.49197	92.787701	99.182895	91.506301	93.274001	94.3755	96.355537
1043.0	103.310267	99.760913	93.109594	99.473346	91.458366	93.209883	94.650338	96.60936
1042.0	103.620343	100.013616	93.413895	99.749291	91.41033	93.149619	94.912689	96.861691
1041.0	103.891821	100.222861	93.663437	99.996953	91.362765	93.09065	95.121858	97.07835
1040.0	104.097721	100.35683	93.811245	100.197417	91.279423	92.999154	95.230221	97.205563
1039.0	104.234265	100.392324	93.822053	100.327905	91.105264	92.827163	95.199448	97.203045
1038.0	104.31565	100.318046	93.669698	100.369449	90.793015	92.533127	95.001769	97.052253
1037.0	104.354187	100.115493	93.301569	100.302925	90.293392	92.072201	94.592869	96.724949
1036.0	104.345854	99.743322	92.622152	100.100183	89.532119	91.381534	93.896146	96.165857
1035.0	104.274492	99.145937	91.533302	99.727907	88.419531	90.39167	92.826907	95.318797
1034.0	104.127405	98.272874	89.999878	99.158154	86.892267	89.051165	91.330121	94.155386
1033.0	103.907259	97.104728	88.096995	98.377985	84.966327	87.354303	89.415172	92.685149
1032.0	103.634107	95.699495	86.029539	97.413123	82.788259	85.384979	87.203941	90.982806
1031.0	103.338099	94.222149	84.098955	96.355996	80.634262	83.34178	84.951387	89.218814
1030.0	103.045193	92.88645	82.587545	95.347106	78.803923	81.476524	82.958683	87.613825
1029.0	102.767599	91.842027	81.635603	94.5065	77.484139	79.985577	81.43186	86.331814
1028.0	102.511143	91.133954	81.231111	93.891648	76.726156	78.976451	80.442304	85.436489
1027.0	102.288562	90.756641	81.288774	93.5191	76.519607	78.509063	79.995887	84.938977
1026.0	102.116029	90.687085	81.690618	93.390729	76.812923	78.587068	80.057462	84.822938
1025.0	101.995364	90.836907	82.251467	93.47063	77.437474	79.068587	80.474117	84.988884
1024.0	101.906975	91.003028	82.695195	93.645846	78.055351	79.613565	80.918796	85.204522
1023.0	101.821368	90.901969	82.709768	93.733118	78.229273	79.759195	80.960062	85.1493
1022.0	101.710662	90.260856	82.043788	93.534482	77.568827	79.074904	80.206508	84.520725
1021.0	101.549071	88.895191	80.571826	92.896981	75.848606	77.291311	78.417804	83.121524
1020.0	101.316365	86.775151	78.323912	91.760066	73.075836	74.378986	75.57437	80.920253
1019.0	101.015029	84.101368	75.507293	90.202578	69.5373	70.610559	71.943362	78.110136
1018.0	100.683431	81.317024	72.492944	88.459684	65.784297	66.56544	68.078991	75.113605
1017.0	100.383368	78.98149	69.739487	86.864164	62.502183	63.00465	64.683539	72.474633
1016.0	100.169743	77.568298	67.689823	85.73239	60.311409	60.63953	62.388293	70.686622
1015.0	100.066428	77.304321	66.663723	85.255473	59.578139	59.883651	61.557081	70.035154
1014.0	100.061402	78.115382	66.756034	85.441827	60.300144	60.705855	62.180511	70.508194
1013.0	100.12009	79.696287	67.806148	86.139172	62.144635	62.699814	63.921674	71.828892
1012.0	100.206007	81.657559	69.479949	87.119367	64.624799	65.323696	66.293608	73.605163
1011.0	100.294765	83.66447	71.408332	88.170974	67.290814	68.118198	68.852133	75.497886
1010.0	100.375152	85.515104	73.30695	89.157537	69.841366	70.793783	71.308839	77.310934
1009.0	100.442427	87.13775	75.032915	90.025608	72.140676	73.216428	73.53892	78.975642
1008.0	100.494032	88.528091	76.56272	90.772544	74.166174	75.352597	75.515602	80.477112
1007.0	100.531542	89.693222	77.921715	91.410808	75.938611	77.214043	77.242131	81.802389
1006.0	100.562329	90.644814	79.12526	91.955287	77.481061	78.823419	78.727364	82.941738
1005.0	100.594862	91.412226	80.167758	92.423599	78.81166	80.202719	79.988283	83.905371
1004.0	100.631375	92.036031	81.045708	92.830835	79.948876	81.374963	81.049582	84.719709
1003.0	100.665423	92.550842	81.776068	93.182569	80.915354	82.367984	81.941236	85.414013
1002.0	100.686395	92.980436	82.389159	93.477921	81.736331	83.211722	82.698787	86.015459
1001.0	100.68766	93.341136	82.910569	93.718667	82.432967	83.929753	83.355624	86.546351
1000.0	100.673198	93.642855	83.357516	93.912985	83.019843	84.537161	83.929561	87.01813
999.0	100.656568	93.892366	83.748142	94.072109	83.512952	85.049727	84.423056	87.431986
998.0	100.649221	94.099452	84.100434	94.204563	83.935635	85.490283	84.8378	87.78769
997.0	100.647965	94.274993	84.418791	94.312271	84.309466	85.880946	85.183019	88.088426
996.0	100.638196	94.422911	84.693145	94.393018	84.642355	86.232714	85.471488	88.339422
995.0	100.612209	94.541247	84.917048	94.448819	84.932136	86.54681	85.716095	88.549022
994.0	100.579567	94.63157	85.098342	94.490051	85.178793	86.822272	85.92897	88.729387
993.0	100.554487	94.700553	85.248163	94.528469	85.387533	87.058855	86.116205	88.889108
992.0	100.537194	94.753218	85.369846	94.568073	85.564318	87.257551	86.275691	89.026911
991.0	100.515621	94.792539	85.464839	94.605346	85.715176	87.422962	86.40729	89.138629
990.0	100.484621	94.824655	85.539796	94.635606	85.846501	87.562048	86.521277	89.227613
989.0	100.454449	94.855758	85.600536	94.655992	85.960652	87.678881	86.628859	89.302474
988.0	100.436092	94.883616	85.647025	94.665302	86.055377	87.775826	86.728497	89.368347
987.0	100.42429	94.900026	85.680741	94.665063	86.13192	87.860693	86.809893	89.426313
986.0	100.401817	94.902302	85.709021	94.658891	86.198388	87.94501	86.867935	89.477167
985.0	100.359362	94.896245	85.736183	94.648287	86.261356	88.03319	86.905893	89.5204
984.0	100.306348	94.888726	85.758969	94.632539	86.321327	88.121074	86.930563	89.554861
983.0	100.262098	94.883686	85.777428	94.614947	86.380652	88.206528	86.952618	89.585697
982.0	100.239659	94.883967	85.802117	94.603987	86.447373	88.292511	86.986152	89.624136
981.0	100.238098	94.890529	85.843577	94.604906	86.525275	88.378117	87.038792	89.67478
980.0	100.24658	94.901228	85.902172	94.615848	86.607689	88.457107	87.106197	89.730673
979.0	100.254044	94.916487	85.975194	94.636558	86.687035	88.528806	87.183017	89.787606
978.0	100.258104	94.944604	86.0667	94.674572	86.763901	88.600843	87.273466	89.855411
977.0	100.267705	94.99592	86.182342	94.73632	86.84279	88.677924	87.383945	89.947217
976.0	100.296021	95.073579	86.319583	94.816883	86.927716	88.757882	87.51225	90.064609
975.0	100.348671	95.174439	86.470579	94.905728	87.026546	88.842003	87.653337	90.201309
974.0	100.41962	95.295046	86.632002	94.999571	87.148991	88.938051	87.80982	90.354216
973.0	100.499045	95.430241	86.806646	95.102372	87.292999	89.048268	87.98624	90.521251
972.0	100.58121	95.569297	86.997688	95.213966	87.442252	89.16472	88.176473	90.693666
971.0	100.661413	95.700879	87.204586	95.325117	87.584686	89.28117	88.366294	90.859915
970.0	100.72978	95.820136	87.420874	95.423951	87.725387	89.399364	88.546039	91.014013
969.0	100.775954	95.925556	87.633196	95.503692	87.874272	89.519255	88.713412	91.15393
968.0	100.800663	96.013591	87.82727	95.565916	88.030467	89.634777	88.868052	91.277763
967.0	100.815998	96.084465	87.998692	95.619854	88.187473	89.745397	89.011784	91.388493
966.0	100.830694	96.148245	88.15446	95.675237	88.344624	89.860136	89.149866	91.494977
965.0	100.840287	96.214774	88.30265	95.731673	88.503275	89.982499	89.283352	91.599991
964.0	100.837114	96.280885	88.44704	95.77946	88.65909	90.102387	89.405401	91.695705
963.0	100.826141	96.338101	88.59357	95.815688	88.808546	90.211649	89.5149	91.7806
962.0	100.822767	96.389828	88.752443	95.853477	88.957232	90.317796	89.628096	91.871411
961.0	100.834603	96.448587	88.92757	95.907418	89.112082	90.432624	89.763872	91.984864
960.0	100.852265	96.516643	89.109907	95.974228	89.270413	90.555225	89.919201	92.113645
959.0	100.860359	96.581001	89.285533	96.0361	89.424649	90.675169	90.070131	92.233424
958.0	100.85182	96.629064	89.444135	96.080122	89.572062	90.785565	90.196704	92.329569
957.0	100.827798	96.659078	89.576848	96.105836	89.712053	90.885046	90.297468	92.404928
956.0	100.788993	96.672958	89.675942	96.11613	89.840409	90.973552	90.379848	92.465177
955.0	100.734629	96.668661	89.744599	96.110862	89.954811	91.053682	90.446915	92.509709
954.0	100.668895	96.644198	89.799773	96.090171	90.060122	91.130037	90.496934	92.536191
953.0	100.601499	96.603615	89.857259	96.056561	90.160752	91.201712	90.529816	92.544505
952.0	100.539425	96.556195	89.919123	96.013265	90.254676	91.263188	90.550901	92.538089
951.0	100.481206	96.512639	89.980792	95.96639	90.342088	91.31745	90.569237	92.528468
950.0	100.42093	96.480823	90.042612	95.927315	90.431128	91.377801	90.590336	92.533031
949.0	100.355758	96.461222	90.10796	95.905888	90.526193	91.44966	90.610482	92.559558
948.0	100.288434	96.448098	90.177075	95.900839	90.618858	91.520883	90.623695	92.597903
947.0	100.225458	96.438598	90.24908	95.902206	90.699353	91.578062	90.635565	92.634771
946.0	100.175992	96.437285	90.323629	95.90392	90.7687	91.622484	90.662179	92.670236
945.0	100.150748	96.447663	90.395904	95.910555	90.830787	91.661591	90.711909	92.711248
944.0	100.156502	96.464591	90.458813	95.932435	90.882328	91.695054	90.776385	92.757189
943.0	100.188571	96.481293	90.516188	95.976667	90.921317	91.719478	90.843051	92.803069
942.0	100.230998	96.498291	90.584006	96.039455	90.955776	91.737963	90.906955	92.849639
941.0	100.267382	96.516989	90.669952	96.102714	90.991868	91.754553	90.964846	92.897379
940.0	100.290757	96.529023	90.759804	96.142365	91.021243	91.76603	91.008427	92.935749
939.0	100.302385	96.523023	90.832774	96.148078	91.032141	91.76762	91.032613	92.952033
938.0	100.305422	96.500981	90.883692	96.135042	91.025821	91.759685	91.042653	92.94884
937.0	100.30406	96.477655	90.921878	96.129535	91.009802	91.741354	91.043767	92.941496
936.0	100.305557	96.461493	90.954095	96.141171	90.980627	91.70545	91.029212	92.938749
935.0	100.315517	96.442063	90.975439	96.152706	90.924296	91.646268	90.985298	92.932624
934.0	100.330003	96.397144	90.969677	96.136696	90.828128	91.562435	90.901556	92.902124
933.0	100.338142	96.307941	90.911018	96.078787	90.6816	91.443883	90.769499	92.819446
932.0	100.334293	96.167683	90.772325	95.985219	90.46985	91.265631	90.578053	92.6596
931.0	100.322293	95.978464	90.53789	95.871048	90.173175	91.002027	90.314276	92.413222
930.0	100.305781	95.736723	90.198155	95.740882	89.76387	90.634514	89.956823	92.081974
929.0	100.280739	95.417591	89.722838	95.578034	89.193972	90.133569	89.460379	91.650542
928.0	100.241283	94.97719	89.050697	95.350303	88.39659	89.445427	88.759143	91.072718
927.0	100.185821	94.374942	88.120991	95.023963	87.315276	88.515942	87.800571	90.299512
926.0	100.110864	93.590574	86.912039	94.571271	85.932143	87.328749	86.57276	89.314921
925.0	100.00456	92.618838	85.441257	93.971708	84.264727	85.916073	85.09445	88.132941
924.0	99.855822	91.462544	83.737006	93.219383	82.35071	84.346013	83.39496	86.773639
923.0	99.668263	90.151287	81.827099	92.336698	80.254544	82.718549	81.527187	85.270743
922.0	99.458055	88.778049	79.765014	91.381971	78.096801	81.178749	79.610055	83.715157
921.0	99.241983	87.521376	77.682198	90.451993	76.087341	79.929566	77.861115	82.287421
920.0	99.038538	86.622665	75.825134	89.684052	74.5302	79.212563	76.576985	81.235234
919.0	98.878287	86.301322	74.511647	89.232524	73.747662	79.224675	76.034401	80.785465
918.0	98.796917	86.640475	73.994743	89.200564	73.927003	80.001684	76.352533	81.033169
917.0	98.809697	87.535407	74.338594	89.575239	75.010383	81.374859	77.431244	81.893792
916.0	98.89816	88.75593	75.412039	90.234482	76.73348	83.054591	79.019055	83.15766
915.0	99.025094	90.063629	76.974002	91.019046	78.764764	84.764722	80.831567	84.590286
914.0	99.158979	91.292424	78.764159	91.802155	80.824328	86.322591	82.628849	86.004343
913.0	99.2847	92.359462	80.560912	92.512155	82.725394	87.639641	84.244001	87.281467
912.0	99.40052	93.239429	82.211774	93.121374	84.366325	88.691334	85.595269	88.366191
911.0	99.513061	93.944817	83.644051	93.633292	85.718475	89.500187	86.686964	89.256429
910.0	99.631407	94.512402	84.853021	94.070102	86.811296	90.121827	87.578079	89.987131
909.0	99.756741	94.97903	85.868879	94.45087	87.697617	90.614789	88.326543	90.598688
908.0	99.876117	95.362047	86.725455	94.777387	88.420375	91.015786	88.958461	91.111995
907.0	99.971382	95.667975	87.451643	95.046525	89.011133	91.344194	89.483109	91.534611
906.0	100.035676	95.911362	88.073691	95.267903	89.501691	91.615795	89.913612	91.880099
905.0	100.07788	96.110855	88.609902	95.456478	89.917027	91.841524	90.262752	92.168149
904.0	100.110714	96.272628	89.067577	95.614129	90.265495	92.025064	90.538425	92.411383
903.0	100.138045	96.393583	89.454664	95.733597	90.55344	92.173879	90.757613	92.614679
902.0	100.1542	96.479389	89.788602	95.817943	90.802162	92.303952	90.949033	92.784016
901.0	100.152408	96.546929	90.085453	95.883024	91.035509	92.425941	91.128636	92.926678
900.0	100.132596	96.610362	90.348963	95.942109	91.259424	92.538522	91.28848	93.048443
899.0	100.102626	96.674469	90.580483	95.998666	91.468659	92.64294	91.42265	93.158715
898.0	100.072508	96.737776	90.791516	96.051133	91.664566	92.74962	91.546937	93.269586
897.0	100.04687	96.793561	90.995796	96.095402	91.850965	92.860663	91.678612	93.381144
896.0	100.023946	96.833377	91.196688	96.126655	92.023381	92.961598	91.813604	93.478186
895.0	100.001999	96.859825	91.392864	96.149104	92.179328	93.042865	91.940343	93.553732
894.0	99.983626	96.889369	91.587832	96.178664	92.330158	93.115406	92.059412	93.625077
